author_part,title,pub_year,n_authors,raw_citation,paper_id
"O'Brien KM, Sandler DP, Shi M, Harmon QE, Taylor JA, Weinberg CR",Genome-wide association study of serum 25-hydroxyvitamin D in US women,2018,6,"O'Brien KM, Sandler DP, Shi M, Harmon QE, Taylor JA, Weinberg CR. Genome-wide association study of serum 25-hydroxyvitamin D in US women . Frontiers in Genetics . 2018 Mar 1;9:67.",sister_284
"O'Brien KM, Sandler DP, Xu Z, Kinyamu HK, Taylor JA, Weinberg CR","Vitamin D, DNA methylation, and breast cancer",2018,6,"O'Brien KM, Sandler DP, Xu Z, Kinyamu HK, Taylor JA, Weinberg CR. Vitamin D, DNA methylation, and breast cancer . Breast Cancer Research . 2018 Jul 11;20(1):70.",sister_285
"Ong JS, Hwang LD, Cuellar-Partida G, Martin NG, Chenevix-Trench G, Quinn MCJ, Cornelis MC, Gharahkhani P, Webb PM, MacGregor S; Ovarian Cancer Association Consortium [including NIEHS author: Sandler DP]",Assessment of moderate coffee consumption and risk of epithelial ovarian cancer: A Mendelian randomization study,2018,9,"Ong JS, Hwang LD, Cuellar-Partida G, Martin NG, Chenevix-Trench G, Quinn MCJ, Cornelis MC, Gharahkhani P, Webb PM, MacGregor S; Ovarian Cancer Association Consortium [including NIEHS author: Sandler DP]. Assessment of moderate coffee consumption and risk of epithelial ovarian cancer: A Mendelian randomization study . International Journal of Epidemiology . 2018 Apr 1;47(2):450-9. Epub 2017 Nov 25.",sister_286
"Pan Y, Cai J, Kim S, Zhou H",Regression analysis for secondary response variable in a case-cohort study,2018,4,"Pan Y, Cai J, Kim S, Zhou H. Regression analysis for secondary response variable in a case-cohort study . Biometrics . 2018 Sep;74(3):1014-22. Epub 2017 Dec 29.",sister_287
"Parks CG, D'Aloisio AA, Sandler DP",Childhood residential and agricultural pesticide exposures in relation to adult-onset rheumatoid arthritis in women,2018,3,"Parks CG, D'Aloisio AA, Sandler DP. Childhood residential and agricultural pesticide exposures in relation to adult-onset rheumatoid arthritis in women . American Journal of Epidemiology . 2018 Feb 1;187(2):214-23.",sister_288
"Peipins LA, Rodriguez JL, Hawkins NA, Soman A, White MC, Hodgson ME, DeRoo LA, Sandler DP","Communicating with daughters about familial risk of breast cancer: Individual, family, and provider influences on women's knowledge of cancer risk",2018,8,"Peipins LA, Rodriguez JL, Hawkins NA, Soman A, White MC, Hodgson ME, DeRoo LA, Sandler DP. Communicating with daughters about familial risk of breast cancer: Individual, family, and provider influences on women's knowledge of cancer risk . Journal of Women's Health . 2018 May;27(5):630-9. Epub 2018 Jan 29.",sister_289
"Premenopausal Breast Cancer Collaborative Group, Schoemaker MJ, Nichols HB, Wright LB, Brook MN, Jones ME, O'Brien KM, Adami HO, Baglietto L, Bernstein L, Bertrand KA, Boutron-Ruault MC, Braaten T, Chen Y, Connor AE, Dorronsoro M, Dossus L, Eliassen AH, Giles GG, Hankinson SE, Kaaks R, Key TJ, Kirsh VA, Kitahara CM, Koh WP, Larsson SC, Linet MS, Ma H, Masala G, Merritt MA, Milne RL, Overvad K, Ozasa K, Palmer JR, Peeters PH, Riboli E, Rohan TE, Sadakane A, Sund M, Tamimi RM, Trichopoulou A, Ursin G, Vatten L, Visvanathan K, Weiderpass E, Willett WC, Wolk A, Yuan JM, Zeleniuch-Jacquotte A, Sandler DP, Swerdlow AJ",Association of body mass index and age with subsequent breast cancer risk in premenopausal women,2018,50,"Premenopausal Breast Cancer Collaborative Group, Schoemaker MJ, Nichols HB, Wright LB, Brook MN, Jones ME, O'Brien KM, Adami HO, Baglietto L, Bernstein L, Bertrand KA, Boutron-Ruault MC, Braaten T, Chen Y, Connor AE, Dorronsoro M, Dossus L, Eliassen AH, Giles GG, Hankinson SE, Kaaks R, Key TJ, Kirsh VA, Kitahara CM, Koh WP, Larsson SC, Linet MS, Ma H, Masala G, Merritt MA, Milne RL, Overvad K, Ozasa K, Palmer JR, Peeters PH, Riboli E, Rohan TE, Sadakane A, Sund M, Tamimi RM, Trichopoulou A, Ursin G, Vatten L, Visvanathan K, Weiderpass E, Willett WC, Wolk A, Yuan JM, Zeleniuch-Jacquotte A, Sandler DP, Swerdlow AJ. Association of body mass index and age with subsequent breast cancer risk in premenopausal women . JAMA Oncology . 2018 Nov 1;4(11):e181771. Epub 2020 May 11.",sister_290
"Taylor KW, Troester MA, Herring AH, Engel LS, Nichols HB, Sandler DP, Baird DD",Associations between personal care product use patterns and breast cancer risk among White and Black women in the Sister Study,2018,7,"Taylor KW, Troester MA, Herring AH, Engel LS, Nichols HB, Sandler DP, Baird DD. Associations between personal care product use patterns and breast cancer risk among White and Black women in the Sister Study . Environmental Health Perspectives . 2018 Feb 21;126(2):027011.",sister_291
"Villeneuve PJ, Jerrett M, Su JG, Weichenthal S, Sandler DP",Association of residential greenness with obesity and physical activity in a US cohort of women,2018,5,"Villeneuve PJ, Jerrett M, Su JG, Weichenthal S, Sandler DP. Association of residential greenness with obesity and physical activity in a US cohort of women . Environmental Research . 2018 Jan;160:372-84. Epub 2017 Oct 20.",sister_292
"White MC, Soman A, Weinberg CR, Rodriguez JL, Sabatino SA, Peipins LA, DeRoo L, Nichols HB, Hodgson ME, Sandler DP",Factors associated with breast MRI use among women with a family history of breast cancer,2018,10,"White MC, Soman A, Weinberg CR, Rodriguez JL, Sabatino SA, Peipins LA, DeRoo L, Nichols HB, Hodgson ME, Sandler DP. Factors associated with breast MRI use among women with a family history of breast cancer . The Breast Journal . 2018 Sep;24(5):764-71. Epub 2018 May 20.",sister_293
"Wu L, Shi W, Long J, Guo X, Michailidou K, Beesley J, Bolla MK, Shu XO, Lu Y, Cai Q, Al-Ejeh F, Rozali E, Wang Q, Dennis J, Li B, Zeng C, Feng H, Gusev A, Barfield RT, , Sandler DP, , Taylor JA, , Weinberg CR, , kConFab/AOCS Investigators, Dunning AM, Pharoah PDP, Simard J, Milne RL, Edwards SL, Kraft P, Easton DF, Chenevix-Trench G, Zheng W","A transcriptome-wide association study of 229,000 women identifies new candidate susceptibility genes for breast cancer",2018,31,"Wu L, Shi W, Long J, Guo X, Michailidou K, Beesley J, Bolla MK, Shu XO, Lu Y, Cai Q, Al-Ejeh F, Rozali E, Wang Q, Dennis J, Li B, Zeng C, Feng H, Gusev A, Barfield RT, , Sandler DP, , Taylor JA, , Weinberg CR, , kConFab/AOCS Investigators, Dunning AM, Pharoah PDP, Simard J, Milne RL, Edwards SL, Kraft P, Easton DF, Chenevix-Trench G, Zheng W. A transcriptome-wide association study of 229,000 women identifies new candidate susceptibility genes for breast cancer . Nature Genetics . 2018 Jul;50(7):968-78. Epub 2018 Jun 18.",sister_294
"Zhang D, Ferguson K, Troester M, Bensen JT, Cai J, Milne GL, Sandler DP, Nichols HB",Tea consumption and oxidative stress: A cross-sectional analysis of 889 premenopausal women from the Sister Study,2018,8,"Zhang D, Ferguson K, Troester M, Bensen JT, Cai J, Milne GL, Sandler DP, Nichols HB. Tea consumption and oxidative stress: A cross-sectional analysis of 889 premenopausal women from the Sister Study . The British Journal of Nutrition . 2018 Dec 20;121(5):582-90. Epub 2018 Dec 20.",sister_295
"Amos CI, Dennis J, Wang Z, Byun J, Schumacher FR, Gayther SA, Casey G, Hunter DJ, Sellers TA, Gruber SB, Dunning AM, Michailidou K, Fachal L, Doheny K, Spurdle AB, Li Y, Xiao X, Romm J, Pugh E, Coetzee GA, Hazelett DJ, Bojesen SE, Caga-Anan C, Haiman CA, Kamal A, Luccarini C, Tessier D, Vincent D, Bacot F, Van Den Berg DJ, Nelson S, Demetriades S, Goldgar DE, Couch FJ, Forman JL, Giles GG, Conti DV, Bickeb&ouml;ller H, Risch A, Waldenberger M, Br&uuml;ske-Hohlfeld I, Hicks BD, Ling H, McGuffog L, Lee A, Kuchenbaecker K, Soucy P, Manz J, Cunningham JM, Butterbach K, Kote-Jarai Z, Kraft P, FitzGerald L, Lindstr&ouml;m S, Adams M, McKay JD, Phelan CM, Benlloch S, Kelemen LE, Brennan P, Riggan M, O'Mara TA, Shen H, Shi Y, Thompson DJ, Goodman MT, Nielsen SF, Berchuck A, Laboissiere S, Schmit SL, Shelford T, Edlund CK, Taylor JA, Field JK, Park SK, Offit K, Thomassen M, Schmutzler R, Ottini L, Hung RJ, Marchini J, Amin Al Olama A, Peters U, Eeles RA, Seldin MF, Gillanders E, Seminara D, Antoniou AC, Pharoah PD, Chenevix-Trench G, Chanock SJ, Simard J, Easton DF",The OncoArray Consortium: a network for understanding the genetic architecture of common cancers,2017,93,"Amos CI, Dennis J, Wang Z, Byun J, Schumacher FR, Gayther SA, Casey G, Hunter DJ, Sellers TA, Gruber SB, Dunning AM, Michailidou K, Fachal L, Doheny K, Spurdle AB, Li Y, Xiao X, Romm J, Pugh E, Coetzee GA, Hazelett DJ, Bojesen SE, Caga-Anan C, Haiman CA, Kamal A, Luccarini C, Tessier D, Vincent D, Bacot F, Van Den Berg DJ, Nelson S, Demetriades S, Goldgar DE, Couch FJ, Forman JL, Giles GG, Conti DV, Bickeb&ouml;ller H, Risch A, Waldenberger M, Br&uuml;ske-Hohlfeld I, Hicks BD, Ling H, McGuffog L, Lee A, Kuchenbaecker K, Soucy P, Manz J, Cunningham JM, Butterbach K, Kote-Jarai Z, Kraft P, FitzGerald L, Lindstr&ouml;m S, Adams M, McKay JD, Phelan CM, Benlloch S, Kelemen LE, Brennan P, Riggan M, O'Mara TA, Shen H, Shi Y, Thompson DJ, Goodman MT, Nielsen SF, Berchuck A, Laboissiere S, Schmit SL, Shelford T, Edlund CK, Taylor JA, Field JK, Park SK, Offit K, Thomassen M, Schmutzler R, Ottini L, Hung RJ, Marchini J, Amin Al Olama A, Peters U, Eeles RA, Seldin MF, Gillanders E, Seminara D, Antoniou AC, Pharoah PD, Chenevix-Trench G, Chanock SJ, Simard J, Easton DF. The OncoArray Consortium: a network for understanding the genetic architecture of common cancers . Cancer Epidemiology, Biomarkers & Prevention . 2017 Jan;26(1):126-35. Epub 2016 Oct 3.",sister_296
"Anderson C, Islam JY, Hodgson ME, Sabatino SA, Rodriguez JL, Lee CN, Sandler DP, Nichols HB",Long-term satisfaction and body image after contralateral prophylactic mastectomy,2017,8,"Anderson C, Islam JY, Hodgson ME, Sabatino SA, Rodriguez JL, Lee CN, Sandler DP, Nichols HB. Long-term satisfaction and body image after contralateral prophylactic mastectomy . Annals of Surgical Oncology . 2017 Jun;24(6):1499-506. Epub 2017 Jan 5.",sister_297
"Anderson C, Sandler DP, Weinberg CR, Houck K, Chunduri M, Hodgson ME, Sabatino SA, White MC, Rodriguez JL, Nichols HB",Age- and treatment-related associations with health behavior change among breast cancer survivors,2017,10,"Anderson C, Sandler DP, Weinberg CR, Houck K, Chunduri M, Hodgson ME, Sabatino SA, White MC, Rodriguez JL, Nichols HB. Age- and treatment-related associations with health behavior change among breast cancer survivors . The Breast . 2017 Jun;33:1-7. Epub 2017 Feb 27.",sister_298
"Campbell PT, Newton CC, Kitahara CM, Patel AV, Hartge P, Koshiol J, McGlynn KA, Adami HO, Berrington de Gonz&aacute;lez A, Beane Freeman LE, Bernstein L, Buring JE, Freedman ND, Gao YT, Giles GG, Gunter MJ, Jenab M, Liao LM, Milne RL, Robien K, Sandler DP, Schairer C, Sesso HD, Shu XO, Weiderpass E, Wolk A, Xiang YB, Zeleniuch-Jacquotte A, Zheng W, Gapstur SM",Body size indicators and risk of gallbladder cancer: pooled analysis of individual-level data from 19 prospective cohort studies,2017,30,"Campbell PT, Newton CC, Kitahara CM, Patel AV, Hartge P, Koshiol J, McGlynn KA, Adami HO, Berrington de Gonz&aacute;lez A, Beane Freeman LE, Bernstein L, Buring JE, Freedman ND, Gao YT, Giles GG, Gunter MJ, Jenab M, Liao LM, Milne RL, Robien K, Sandler DP, Schairer C, Sesso HD, Shu XO, Weiderpass E, Wolk A, Xiang YB, Zeleniuch-Jacquotte A, Zheng W, Gapstur SM. Body size indicators and risk of gallbladder cancer: pooled analysis of individual-level data from 19 prospective cohort studies . Cancer Epidemiology, Biomarkers & Prevention . 2017 Apr;26(4):597-606. Epub 2017 Mar 17.",sister_299
"D'Aloisio AA, Nichols HB, Hodgson ME, Deming-Halverson SL, Sandler DP",Validity of self-reported breast cancer characteristics in a nationwide cohort of women with a family history of breast cancer,2017,5,"D'Aloisio AA, Nichols HB, Hodgson ME, Deming-Halverson SL, Sandler DP. Validity of self-reported breast cancer characteristics in a nationwide cohort of women with a family history of breast cancer . BMC Cancer . 2017 Oct 23;17:692.",sister_300
"Keller JP, Drton M, Larson T, Kaufman JD, Sandler DP, Szpiro AA",Covariate-adaptive clustering of exposures for air pollution epidemiology cohorts,2017,6,"Keller JP, Drton M, Larson T, Kaufman JD, Sandler DP, Szpiro AA. Covariate-adaptive clustering of exposures for air pollution epidemiology cohorts . Annals of Applied Statistics . 2017 Mar;11(1):93-113. Epub 2017 Apr 8.",sister_301
"Kim S, Campbell J, Yoo W, Taylor JA, Sandler DP",Systemic levels of estrogens and PGE2 synthesis in relation to postmenopausal breast cancer risk,2017,5,"Kim S, Campbell J, Yoo W, Taylor JA, Sandler DP. Systemic levels of estrogens and PGE2 synthesis in relation to postmenopausal breast cancer risk . Cancer Epidemiology, Biomarkers & Prevention . 2017 Mar;26(3):383-8. Epub 2016 Nov 18.",sister_302
"Michailidou K, Lindström S, Dennis J, Beesley J, Hui S, Kar S, Lemaçon A, Soucy P, Glubb D, Rostamianfar A, Bolla MK, Wang Q, Tyrer J, Dicks E, Lee A, Wang Z, Allen J, Keeman R, Eilber U, French JD, Qing Chen X, Fachal L, McCue K, McCart Reed AE, Ghoussaini M, Carroll JS, Jiang X, Finucane H, ,..., Sandler DP, ..",", Taylor JA,",2017,29,"Michailidou K, Lindström S, Dennis J, Beesley J, Hui S, Kar S, Lemaçon A, Soucy P, Glubb D, Rostamianfar A, Bolla MK, Wang Q, Tyrer J, Dicks E, Lee A, Wang Z, Allen J, Keeman R, Eilber U, French JD, Qing Chen X, Fachal L, McCue K, McCart Reed AE, Ghoussaini M, Carroll JS, Jiang X, Finucane H, ,..., Sandler DP, ... , Taylor JA, ... , Weinberg CR, ... , ABCTB Investigators; ConFab/AOCS Investigators, Lakhani SR, Antoniou AC, Droit A, Andrulis IL, Amos CI, Couch FJ, Pharoah PDP, Chang-Claude J, Hall P, Hunter DJ, Milne RL, García-Closas M, Schmidt MK, Chanock SJ, Dunning AM, Edwards SL, Bader GD, Chenevix-Trench G, Simard J, Kraft P, Easton DF. Association analysis identifies 65 new breast cancer risk loci . Nature . 2017 Nov 2;551(7678):92-4. Epub 2017 Oct 23.",sister_303
"Milne RL, Kuchenbaecker KB, Michailidou K, Beesley J, Kar S, Lindström S, Hui S, Lemaçon A, Soucy P, Dennis J, Jiang X, Rostamianfar A, Finucane H, Bolla MK, McGuffog L, Wang Q, ..., Sandler DP, ..",", Taylor JA,",2017,17,"Milne RL, Kuchenbaecker KB, Michailidou K, Beesley J, Kar S, Lindström S, Hui S, Lemaçon A, Soucy P, Dennis J, Jiang X, Rostamianfar A, Finucane H, Bolla MK, McGuffog L, Wang Q, ..., Sandler DP, ... , Taylor JA, ... , Weinberg CR, ... , Gago-Dominguez M, Mannermaa A, Olsson H, Teixeira MR, Stone J, Offit K, Ottini L, Park SK, Thomassen M, Hall P, Meindl A, Schmutzler RK, Droit A, Bader GD, Pharoah PDP, Couch FJ, Easton DF, Kraft P, Chenevix-Trench G, García-Closas M, Schmidt MK, Antoniou AC, Simard J. Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer . Nature Genetics . 2017 Dec;49(12):1767-78. Epub 2017 Oct 23.",sister_304
"Nichols HB, Anderson C, White AJ, Milne GL, Sandler DP",Oxidative stress and breast cancer risk in premenopausal women,2017,5,"Nichols HB, Anderson C, White AJ, Milne GL, Sandler DP. Oxidative stress and breast cancer risk in premenopausal women . Epidemiology . 2017 Sep;28(5):667-74. Epub 2017 May 17.",sister_305
"Nichols HB, Schoemaker MJ, Wright LB, McGowan C, Brook MN, McClain KM, Jones ME, Adami HO, Agnoli C, Baglietto L, Bernstein L, Bertrand KA, Blot WJ, Boutron-Ruault MC, Butler L, Chen Y, Doody MM, Dossus L, Eliassen AH, Giles GG, Gram IT, Hankinson SE, Hoffman-Bolton J, Kaaks R, Key TJ, Kirsh VA, Kitahara CM, Koh WP, Larsson SC, Lund E, Ma H, Merritt MA, Milne RL, Navarro C, Overvad K, Ozasa K, Palmer JR, Peeters PH, Riboli E, Rohan TE, Sadakane A, Sund M, Tamimi RM, Trichopoulou A, Vatten L, Visvanathan K, Weiderpass E, Willett WC, Wolk A, Zeleniuch-Jacquotte A, Zheng W, Sandler DP, Swerdlow AJ",The Premenopausal Breast Cancer Collaboration: A pooling project of studies participating in the National Cancer Institute Cohort Consortium,2017,53,"Nichols HB, Schoemaker MJ, Wright LB, McGowan C, Brook MN, McClain KM, Jones ME, Adami HO, Agnoli C, Baglietto L, Bernstein L, Bertrand KA, Blot WJ, Boutron-Ruault MC, Butler L, Chen Y, Doody MM, Dossus L, Eliassen AH, Giles GG, Gram IT, Hankinson SE, Hoffman-Bolton J, Kaaks R, Key TJ, Kirsh VA, Kitahara CM, Koh WP, Larsson SC, Lund E, Ma H, Merritt MA, Milne RL, Navarro C, Overvad K, Ozasa K, Palmer JR, Peeters PH, Riboli E, Rohan TE, Sadakane A, Sund M, Tamimi RM, Trichopoulou A, Vatten L, Visvanathan K, Weiderpass E, Willett WC, Wolk A, Zeleniuch-Jacquotte A, Zheng W, Sandler DP, Swerdlow AJ. The Premenopausal Breast Cancer Collaboration: A pooling project of studies participating in the National Cancer Institute Cohort Consortium . Cancer Epidemiology Biomarkers & Prevention . 2017 Sep;26(9):1360-9. Epub 2017 Jun 9.",sister_306
"Niehoff NM, White AJ, Sandler DP",Childhood and teenage physical activity and breast cancer risk,2017,3,"Niehoff NM, White AJ, Sandler DP. Childhood and teenage physical activity and breast cancer risk . Breast Cancer Research and Treatment . 2017 Aug;164(3):697-705. Epub 2017 May 12.",sister_307
"O'Brien KM, Sandler DP, Kinyamu HK, Taylor JA, Weinberg CR",Single-nucleotide polymorphisms in vitamin D-related genes may modify vitamin D-breast cancer associations,2017,5,"O'Brien KM, Sandler DP, Kinyamu HK, Taylor JA, Weinberg CR. Single-nucleotide polymorphisms in vitamin D-related genes may modify vitamin D-breast cancer associations . Cancer Epidemiology Biomarkers & Prevention . 2017 Dec;26(12):1761-71. Epub 2017 Oct 25.",sister_308
"O'Brien KM, Sandler DP, Taylor JA, Weinberg CR",Serum vitamin D and risk of breast cancer within five years,2017,4,"O'Brien KM, Sandler DP, Taylor JA, Weinberg CR. Serum vitamin D and risk of breast cancer within five years . Environmental Health Perspectives . 2017 Jul 6;125(7):077004.",sister_309
"O'Brien KM, Whelan DR, Sandler DP, Hall JE, Weinberg CR",Predictors and long-term health outcomes of eating disorders,2017,5,"O'Brien KM, Whelan DR, Sandler DP, Hall JE, Weinberg CR. Predictors and long-term health outcomes of eating disorders . PLoS One . 2017 Jul 10;12(7):e0181104.",sister_310
"O'Brien KM, Whelan DR, Sandler DP, Weinberg CR",Eating disorders and breast cancer,2017,4,"O'Brien KM, Whelan DR, Sandler DP, Weinberg CR. Eating disorders and breast cancer . Cancer Epidemiology, Biomarkers & Prevention . 2017 Feb;26(2):206-11. Epub 2016 Oct 18.",sister_311
"Park YM, O'Brien KM, Zhao S, Weinberg CR, Baird DD, Sandler DP",Gestational diabetes mellitus may be associated with increased risk of breast cancer,2017,6,"Park YM, O'Brien KM, Zhao S, Weinberg CR, Baird DD, Sandler DP. Gestational diabetes mellitus may be associated with increased risk of breast cancer . British Journal of Cancer . 2017 Mar 28;116(7):960-3. Epub 2017 Feb 16.",sister_312
"Park YM, White AJ, Nichols HB, O'Brien KM, Weinberg CR, Sandler DP","The association between metabolic health, obesity phenotype and the risk of breast cancer",2017,6,"Park YM, White AJ, Nichols HB, O'Brien KM, Weinberg CR, Sandler DP. The association between metabolic health, obesity phenotype and the risk of breast cancer . International Journal of Cancer . 2017 Jun 15;140(12):2657-66. Epub 2017 Mar 7.",sister_313
"Phelan CM, Kuchenbaecker KB, Tyrer JP, Kar SP, Lawrenson K, Winham SJ, Dennis J, Pirie A, Riggan MJ, Chornokur G, Earp MA, Lyra PC Jr, Lee JM, Coetzee S, Beesley J, McGuffog L, Soucy P, Dicks E, Lee A, Barrowdale D, Lecarpentier J, Leslie G, ..., D'Aloisio AA, ..., Sandler DP, ..., Taylor JA, ..., Weinberg CR, ..., Narod SA, Easton DF, Amos CI, Schildkraut JM, Ramus SJ, Ottini L, Goodman MT, Park SK, Kelemen LE, Risch HA, Thomassen M, Offit K, Simard J, Schmutzler RK, Hazelett D, Monteiro AN, Couch FJ, Berchuck A, Chenevix-Trench G, Goode EL, Sellers TA, Gayther SA, Antoniou AC, Pharoah PD",Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer,2017,49,"Phelan CM, Kuchenbaecker KB, Tyrer JP, Kar SP, Lawrenson K, Winham SJ, Dennis J, Pirie A, Riggan MJ, Chornokur G, Earp MA, Lyra PC Jr, Lee JM, Coetzee S, Beesley J, McGuffog L, Soucy P, Dicks E, Lee A, Barrowdale D, Lecarpentier J, Leslie G, ..., D'Aloisio AA, ..., Sandler DP, ..., Taylor JA, ..., Weinberg CR, ..., Narod SA, Easton DF, Amos CI, Schildkraut JM, Ramus SJ, Ottini L, Goodman MT, Park SK, Kelemen LE, Risch HA, Thomassen M, Offit K, Simard J, Schmutzler RK, Hazelett D, Monteiro AN, Couch FJ, Berchuck A, Chenevix-Trench G, Goode EL, Sellers TA, Gayther SA, Antoniou AC, Pharoah PD. Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer . Nature Genetics . 2017 May;49(5):680-91. Epub 2017 Mar 27.",sister_314
"Sandler DP, Hodgson ME, Deming-Halverson SL, Juras PS, D'Aloisio AA, Suarez LM, Kleeberger CA, Shore DL, DeRoo LA, Taylor JA, Weinberg CR; Sister Study Research Team",The Sister Study cohort: baseline methods and participant characteristics,2017,10,"Sandler DP, Hodgson ME, Deming-Halverson SL, Juras PS, D'Aloisio AA, Suarez LM, Kleeberger CA, Shore DL, DeRoo LA, Taylor JA, Weinberg CR; Sister Study Research Team. The Sister Study cohort: baseline methods and participant characteristics . Environmental Health Perspectives . 2017 Dec 20;125(12):127003.",sister_315
"Shi M, O'Brien KM, Sandler DP, Taylor JA, Zaykin DV, Weinberg CR",Previous GWAS hits in relation to young-onset breast cancer,2017,6,"Shi M, O'Brien KM, Sandler DP, Taylor JA, Zaykin DV, Weinberg CR. Previous GWAS hits in relation to young-onset breast cancer . Breast Cancer Research and Treatment . 2017 Jan;161(2):333-44. Epub 2016 Nov 15.",sister_316
"Shmuel S, White AJ, Sandler DP",Residential exposure to vehicular traffic-related air pollution during childhood and breast cancer risk,2017,3,"Shmuel S, White AJ, Sandler DP. Residential exposure to vehicular traffic-related air pollution during childhood and breast cancer risk . Environmental Research . 2017 Nov;159:257-63. Epub 2017 Aug 17.",sister_317
"Taylor KW, Baird DD, Herring AH, Engel LS, Nichols HB, Sandler DP, Troester MA",Associations among personal care product use patterns and exogenous hormone use in the NIEHS Sister Study,2017,7,"Taylor KW, Baird DD, Herring AH, Engel LS, Nichols HB, Sandler DP, Troester MA. Associations among personal care product use patterns and exogenous hormone use in the NIEHS Sister Study . Journal of Exposure Science and Environmental Epidemiology . 2017 Sep;27(5):458-64. Epub 2017 Jan 25.",sister_318
"White AJ, D'Aloisio AA, Nichols HB, DeRoo LA, Sandler DP",Breast cancer and exposure to tobacco smoke during potential windows of susceptibility,2017,5,"White AJ, D'Aloisio AA, Nichols HB, DeRoo LA, Sandler DP. Breast cancer and exposure to tobacco smoke during potential windows of susceptibility . Cancer Causes & Control . 2017 Jul;28(7):667-75. Epub 2017 May 18.",sister_319
"White AJ, DeRoo LA, Weinberg CR, Sandler DP","Lifetime alcohol intake, binge drinking behaviors, and breast cancer risk",2017,4,"White AJ, DeRoo LA, Weinberg CR, Sandler DP. Lifetime alcohol intake, binge drinking behaviors, and breast cancer risk . American Journal of Epidemiology . 2017 Sep 1;186(5):541-9. Epub 2017 Jun 1.",sister_320
"White AJ, Sandler DP",Indoor wood-burning stove and fireplace use and breast cancer in a prospective cohort study,2017,2,"White AJ, Sandler DP. Indoor wood-burning stove and fireplace use and breast cancer in a prospective cohort study . Environmental Health Perspectives . 2017 July 18;125(7):077011.",sister_321
"White AJ, Weinberg CR, Park YM, D'Aloisio AA, Vogtmann E, Nichols HB, Sandler DP","Sleep characteristics, light at night and breast cancer risk in a prospective cohort",2017,7,"White AJ, Weinberg CR, Park YM, D'Aloisio AA, Vogtmann E, Nichols HB, Sandler DP. Sleep characteristics, light at night and breast cancer risk in a prospective cohort . International Journal of Cancer . 2017 Dec 1;141(11):2204-14. Epub 2017 Aug 22.",sister_322
"Wilson LE, Harlid S, Xu Z, Sandler DP, Taylor JA",An epigenome-wide study of body mass index and DNA methylation in blood using participants from the Sister Study cohort,2017,5,"Wilson LE, Harlid S, Xu Z, Sandler DP, Taylor JA. An epigenome-wide study of body mass index and DNA methylation in blood using participants from the Sister Study cohort . International Journal of Obesity . 2017 Jan;41(1):194-99. Epub 2016 Oct 24.",sister_323
"Anderson C, Milne GL, Sandler DP, Nichols HB",Oxidative stress in relation to diet and physical activity among premenopausal women,2016,4,"Anderson C, Milne GL, Sandler DP, Nichols HB. Oxidative stress in relation to diet and physical activity among premenopausal women . British Journal of Nutrition . 2016 Oct;116(8):1416-24. Epub 2016 Oct 11.",sister_324
"Bergen S, Sheppard L, Kaufman JD, Szpiro AA",Multipollutant measurement error in air pollution epidemiology studies arising from predicting exposures with penalized regression splines,2016,4,"Bergen S, Sheppard L, Kaufman JD, Szpiro AA. Multipollutant measurement error in air pollution epidemiology studies arising from predicting exposures with penalized regression splines . Journal of the Royal Statistical Society Series C Applied Statistics . 2016 Nov;65(5):731-53. Epub 2016 Mar 1.",sister_325
"Chen L, Weinberg CR, Chen J",Using family members to augment genetic case-control studies of a life-threatening disease,2016,3,"Chen L, Weinberg CR, Chen J. Using family members to augment genetic case-control studies of a life-threatening disease . Statistics in Medicine. 2016 Jul 20;35(16):2815-30. Epub 2016 Feb 11.",sister_326
"Gonzalez NL, O'Brien KM, D'Aloisio AA, Sandler DP, Weinberg CR","Douching, talc use, and risk of ovarian cancer",2016,5,"Gonzalez NL, O'Brien KM, D'Aloisio AA, Sandler DP, Weinberg CR. Douching, talc use, and risk of ovarian cancer . Epidemiology . 2016 Nov;27(6):797&ndash;802. Epub 2016 Jun 20.",sister_327
"Greenlee H, Sardo Molmenti CL, Falci L, Ulmer R, Deming-Halverson S, DeRoo LA, Sandler DP",High use of complementary and alternative medicine among a large cohort of women with a family history of breast cancer: the Sister Study,2016,7,"Greenlee H, Sardo Molmenti CL, Falci L, Ulmer R, Deming-Halverson S, DeRoo LA, Sandler DP. High use of complementary and alternative medicine among a large cohort of women with a family history of breast cancer: the Sister Study . Breast Cancer Research and Treatment . 2016 Apr;156(3):527&ndash;38. Epub 2016 Mar 26.",sister_328
