pub_year,title,author_field,journal,paper_id
2017,Association between tau deposition and antecedent amyloid-beta accumulation rates in normal and early symptomatic individuals,"D. Tosun, S. Landau, P. S. Aisen, R. C. Petersen, M. Mintun, W. Jagust, M. W. Weiner and I. Alzheimer's Disease Neuroimaging",Journal Brain;,adni_4566
2017,"Dimensionality reduction-based fusion approaches for imaging and non-imaging biomedical data: concepts, workflow, and use-cases","S. E. Viswanath, P. Tiwari, G. Lee, A. Madabhushi and I. Alzheimer's Disease Neuroimaging",Journal BMC Med Imaging;,adni_4567
2017,Predictive modelling using neuroimaging data in the presence of confounds,"A. Rao, J. M. Monteiro, J. Mourao-Miranda and I. Alzheimer's Disease",Journal Neuroimage;,adni_4568
2017,Targeted metabolomics and medication classification data from participants in the ADNI1 cohort,"L. St John-Williams, C. Blach, J. B. Toledo, D. M. Rotroff, S. Kim, K. Klavins, R. Baillie, X. Han, S. Mahmoudiandehkordi, J. Jack, T. J. Massaro, J. E. Lucas, G. Louie, A. A. Motsinger-Reif, S. L. Risacher, I. Alzheimer's Disease Neuroimaging, C. Alzheimer's Disease Metabolomics, A. J. Saykin, G. Kastenmuller, M. Arnold, T. Koal, M. A. Moseley, L. M. Mangravite, M. A. Peters, J. D. Tenenbaum, J. W. Thompson and R. Kaddurah-Daouk",Journal Sci Data;,adni_4569
2017,Amyloidosis and neurodegeneration result in distinct structural connectivity patterns in mild cognitive impairment,"T. Jacquemont, F. De Vico Fallani, A. Bertrand, S. Epelbaum, A. Routier, B. Dubois, H. Hampel, S. Durrleman, O. Colliot and I. Alzheimer's Disease Neuroimaging",Journal Neurobiol Aging;,adni_4570
2017,Adaptive testing for multiple traits in a proportional odds model with applications to detect SNP-brain network associations,"J. Kim, W. Pan and I. Alzheimer's Disease Neuroimaging",Journal Genet Epidemiol;,adni_4571
2017,Diagnostic performance of an automated analysis software for the diagnosis of Alzheimer’s dementia with 18F FDG PET,"S. Partovi, R. Yuh, S. Pirozzi, Z. Lu, S. Couturier, U. Grosse, M. D. Schluchter, A. Nelson, R. Jones, J. K. O'Donnell and P. Faulhaber",Journal Am J Nucl Med Mol Imaging;,adni_4572
2017,Deep ensemble learning of sparse regression models for brain disease diagnosis,"H. I. Suk, S. W. Lee, D. Shen and I. Alzheimer's Disease Neuroimaging",Journal Med Image Anal;,adni_4573
2017,Ventricular and Periventricular Anomalies in the Aging and Cognitively Impaired Brain,"K. L. Todd, T. Brighton, E. S. Norton, S. Schick, W. Elkins, O. Pletnikova, R. H. Fortinsky, J. C. Troncoso, P. J. Molfese, S. M. Resnick, J. C. Conover and I. Alzheimer's Disease Neuroimaging",Journal Front Aging Neurosci;,adni_4574
2017,Genome-wide association study identifies MAPT locus influencing human plasma tau levels,"J. Chen, J. T. Yu, K. Wojta, H. F. Wang, H. Zetterberg, K. Blennow, J. S. Yokoyama, M. W. Weiner, J. H. Kramer, H. Rosen, B. L. Miller, G. Coppola, A. L. Boxer and I. Alzheimer's Disease Neuroimaging",Journal Neurology;,adni_4575
2017,Shape-Attributes of Brain Structures as Biomarkers for Alzheimer’s Disease,"T. Glozman, J. Solomon, F. Pestilli, L. Guibas and I. Alzheimer's Disease Neuroimaging",Journal J Alzheimers Dis;,adni_4576
2017,Age at injury is associated with the long-term cognitive outcome of traumatic brain injuries,"W. Li, S. L. Risacher, T. W. McAllister, A. J. Saykin and A. s. D. N. Initiative","Journal Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring;",adni_4578
2017,Temporal association patterns and dynamics of amyloid-beta and tau in Alzheimer's disease,"A. K. Ower, C. Hadjichrysanthou, L. Gras, J. Goudsmit, R. M. Anderson, F. de Wolf and I. Alzheimer's Disease Neuroimaging",Journal Eur J Epidemiol;,adni_4580
2017,Freesurfer cortical normative data for adults using Desikan-Killiany-Tourville and ex vivo protocols,"O. Potvin, L. Dieumegarde, S. Duchesne and A. s. D. N. Initiative",Journal NeuroImage;,adni_4581
2017,Validation of (18)F-FDG-PET Single-Subject Optimized SPM Procedure with Different PET Scanners,"L. Presotto, T. Ballarini, S. P. Caminiti, V. Bettinardi, L. Gianolli and D. Perani",Journal Neuroinformatics;,adni_4582
2017,Comparison of Cortical and Subcortical Measurements in Normal Older Adults across Databases and Software Packages,"S. Rane, A. Plassard, B. A. Landman, D. O. Claassen and M. J. Donahue",Journal Journal of Alzheimer's Disease Reports;,adni_4583
2017,Brain explorer for connectomic analysis,"H. Li, S. Fang, J. A. Contreras, J. D. West, S. L. Risacher, Y. Wang, O. Sporns, A. J. Saykin, J. Goni, L. Shen and I. Alzheimer's Disease Neuroimaging",Journal Brain Inform;,adni_4584
2017,Dynamic predictions in Bayesian functional joint models for longitudinal and time-to-event data: An application to Alzheimer’s disease,K. Li and S. Luo,Journal Statistical Methods in Medical Research;,adni_4585
2017,Frequency Specific Effects of ApoE epsilon4 Allele on Resting-State Networks in Nondemented Elders,"Y. Liang, Z. Li, J. Wei, C. Li, X. Zhang and A. s. D. N. Initiative",Journal Biomed Res Int;,adni_4586
2017,Multifactorial causal model of brain (dis) organization and therapeutic intervention: Application to Alzheimer’s disease,"Y. Iturria-Medina, F. M. Carbonell, R. C. Sotero, F. Chouinard-Decorte, A. C. Evans and A. s. D. N. Initiative",Journal NeuroImage;,adni_4587
2017,Analysis of longitudinal diffusion-weighted images in healthy and pathological aging: An ADNI study,"F. Kruggel, F. Masaki, A. Solodkin and I. Alzheimer's Disease Neuroimaging",Journal J Neurosci Methods;,adni_4588
2017,Prediction and classification of Alzheimer disease based on quantification of MRI deformation,"X. Long, L. Chen, C. Jiang, L. Zhang and I. Alzheimer's Disease Neuroimaging",Journal PLoS One;,adni_4589
2017,Automatic Alzheimer’s Disease Recognition from MRI Data Using Deep Learning Method,"S. Luo, X. Li and J. Li",Journal Journal of Applied Mathematics and Physics;,adni_4590
2017,DTI measurements for Alzheimer's classification,"T. Maggipinto, R. Bellotti, N. Amoroso, D. Diacono, G. Donvito, E. Lella, A. Monaco, M. Antonella Scelsi and S. Tangaro",Journal Phys Med Biol;,adni_4591
2017,Learning non-linear patch embeddings with neural networks for label fusion,"G. Sanroma, O. M. Benkarim, G. Piella, O. Camara, G. Wu, D. Shen, J. D. Gispert, J. L. Molinuevo, M. A. Gonzalez Ballester and I. Alzheimer's Disease Neuroimaging",Journal Med Image Anal;,adni_4592
2017,Risk factors for amyloid positivity in older people reporting significant memory concern,"J. Zhang, W. Zhou, R. M. Cassidy, H. Su, Y. Su, X. Zhang and I. Alzheimer's Disease Neuroimaging",Journal Compr Psychiatry;,adni_4593
2017,Predicting progression from mild cognitive impairment to Alzheimer's disease using longitudinalcallosal atrophy,"S. Minhas, A. Khanum, F. Riaz, S. A. Khan and A. Alvi",Journal IEEE J Biomed Health Inform;,adni_4594
2017,Predictive Utility of Marketed Volumetric Software Tools in Subjects at Risk for Alzheimer Disease: Do Regions Outside the Hippocampus Matter?,"T. P. Tanpitukpongse, M. A. Mazurowski, J. Ikhena and J. R. Petrella",Journal AJNR Am J Neuroradiol;,adni_4596
2017,Rey’s Auditory Verbal Learning Test scores can be predicted from whole brain MRI in Alzheimer’s disease,"Moradi E1, Hallikainen I2, Hänninen T3, Tohka J4; Alzheimer's Disease Neuroimaging Initiative",Journal Neuroimage Clinic;,adni_4597
2017,Association analysis of rare variants near the APOE region with CSF and neuroimaging biomarkers of Alzheimer’s disease,"K. Nho, S. Kim, E. Horgusluoglu, S. L. Risacher, L. Shen, D. Kim, S. Lee, T. Foroud, L. M. Shaw and J. Q. Trojanowski",Journal BMC Medical Genomics;,adni_4598
2017,Detecting genetic association through shortest paths in a bidirected graph,"M. Ueki, Y. Kawasaki, G. Tamiya and I. for Alzheimer's Disease Neuroimaging",Journal Genet Epidemiol;,adni_4599
2017,Automatic labeling of MR brain images through extensible learning and atlas forests,"L. Xu, H. Liu, E. Song, M. Yan, R. Jin and C. C. Hung",Journal Med Phys;,adni_4600
2017,White matter hyperintensities are associated with disproportionate progressive hippocampal atrophy: ASSOCIATION OF WMH WITH HIPPOCAMPAL ATROPHY,"C. M. Fiford, E. N. Manning, J. W. Bartlett, D. M. Cash, I. B. Malone, G. R. Ridgway, M. Lehmann, K. K. Leung, C. H. Sudre, S. Ourselin, G. J. Biessels, O. T. Carmichael, N. C. Fox, M. J. Cardoso, J. Barnes and I. Alzheimer's Disease Neuroimaging",Journal Hippocampus;,adni_4601
2017,Functional Reserve: Experience Participating in Instrumental Activities of Daily Living is Associated with Gender and Functional Independence in Mild Cognitive Impairment.,"C. Berezuk, K. K. Zakzanis, J. Ramirez, A. C. Ruocco, J. D. Edwards, B. L. Callahan, S. E. Black and I. Alzheimer's Disease Neuroimaging",Journal J Alzheimers Dis;,adni_4602
2017,Longitudinal changes in microstructural white matter metrics in Alzheimer's disease,"C. D. Mayo, E. L. Mazerolle, L. Ritchie, J. D. Fisk, J. R. Gawryluk and I. Alzheimer's Disease Neuroimaging",Journal Neuroimage Clin;,adni_4603
2017,Renal function affects hippocampal volume and cognition: The role of vascular burden and amyloid deposition,"H. An, B. Choi, S. J. Son, E. Y. Cho, S. O. Kim, S. Cho, D. H. Kang, C. Lee, S. Y. Kim and I. Alzheimer's Disease Neuroimaging",Journal Geriatr Gerontol Int;,adni_4605
2017,Affect of APOE on information processing speed in non-demented elderly population: a preliminary structural MRI study,"X. Luo, Y. Jiaerken, X. Yu, P. Huang, T. Qiu, Y. Jia, J. Sun, J. Zhou, M. Zhang and I. Alzheimer's Disease Neuroimaging",Journal Brain Imaging Behav;,adni_4606
2017,Evidence for benefit of statins to modify cognitive decline and risk in Alzheimer’s disease,"N. Geifman, R. D. Brinton, R. P. Kennedy, L. S. Schneider and A. J. Butte",Journal Alzheimer's research & therapy;,adni_4607
2017,Cognitive Composites Domain Scores Related to Neuroimaging Biomarkers within Probable-Amnestic Mild Cognitive Impairment-Storage Subtype.,"A. Espinosa, M. Alegret, P. Pesini, S. Valero, A. Lafuente, M. Buendia, I. San Jose, M. Ibarria, M. A. Tejero, J. Gimenez, S. Ruiz, I. Hernandez, F. Pujadas, P. Martinez-Lage, J. Munuera, J. Arbizu, L. Tarraga, S. B. Hendrix, A. Ruiz, J. T. Becker, S. M. Landau, O. Sotolongo-Grau, M. Sarasa, M. Boada, A. B. S. Group and I. Alzheimer's Disease Neuroimaging",Journal J Alzheimers Dis;,adni_4608
2017,Moderating effects of sex on the impact of diagnosis and amyloid positivity on verbal memory and hippocampal volume,"J. Z. K. Caldwell, J. L. Berg, J. L. Cummings, S. J. Banks and A. s. D. N. Initiative",Journal Alzheimers Res Ther;,adni_4609
2017,In vivo staging of regional amyloid deposition,"M. J. Grothe, H. Barthel, J. Sepulcre, M. Dyrba, O. Sabri, S. J. Teipel and I. Alzheimer's Disease Neuroimaging",Journal Neurology;,adni_4610
2017,A comparison of accurate automatic hippocampal segmentation methods,"A. Zandifar, V. Fonov, P. Coupe, J. Pruessner, D. L. Collins and I. Alzheimer's Disease Neuroimaging",Journal Neuroimage;,adni_4612
2017,Regional 18F-Fluorodeoxyglucose Hypometabolism is Associated with Higher Apathy Scores Over Time in Early Alzheimer Disease,"J. R. Gatchel, J. Donovan, J. Locascio, J. A. Becker, M. Rentz, A. Sperling, A. Johnson, A. Marshall and A. s. D. N. Initiative",Journal The American Journal of Geriatric Psychiatry;,adni_4613
2017,The spatial statistics of structural magnetic resonance images: application to post-acquisition quality assessment of brain MRI images,"M. E. Osadebey, M. Pedersen, D. L. Arnold, Wendel-Mitoraj and A. s. D. N. Initiative",Journal The Imaging Science Journal;,adni_4614
2017,Posterior atrophy predicts time to dementia in patients with amyloid-positive mild cognitive impairment,"J. M. Pyun, Y. H. Park, H. R. Kim, J. Suh, M. J. Kang, B. J. Kim, Y. C. Youn, J. W. Jang, S. Kim and I. Alzheimer's Disease Neuroimaging",Journal Alzheimers Res Ther;,adni_4615
2017,A Sequential Tree-based Classifier for Personalized Biomarker Testing of Alzheimer's Disease Risk,"B. Si, I. Yakushev, J. Li and A. s. D. N. Initiative",Journal IISE Transactions on Healthcare Systems Engineering;,adni_4616
2017,APOE ε4 status is associated with white matter hyperintensities volume accumulation rate independent of AD diagnosis,"C. H. Sudre, M. J. Cardoso, C. Frost, J. Barnes, Barkhof, Fox, Ourselin and A. s. D. N. Initiative",Journal Neurobiology of aging;,adni_4617
2017,Probabilistic modeling of anatomical variability using a low dimensional parameterization of diffeomorphisms,"M. Zhang, W. M. Wells, 3rd and P. Golland",Journal Med Image Anal;,adni_4618
2017,Low-Rank Graph-Regularized Structured Sparse Regression for Identifying Genetic Biomarkers,"X. Zhu, H. I. Suk, H. Huang and D. Shen",Journal IEEE Trans Big Data;,adni_4619
2017,Faster progression from MCI to probable AD for carriers of a single-nucleotide polymorphism associated with type 2 diabetes,"H. Girard, O. Potvin, S. Nugent, C. Dallaire-Theroux, S. Cunnane, S. Duchesne and I. Alzheimer's Disease Neuroimaging",Journal Neurobiol Aging;,adni_4620
2017,Enhanced Data Representation by Kernel Metric Learning for Dementia Diagnosis,"D. Cardenas-Pena, D. Collazos-Huertas and G. Castellanos-Dominguez",Journal Front Neurosci;,adni_4621
2017,Optimizing Effect Sizes With Imaging Enrichment and Outcome Choices for Mild Alzheimer Disease Clinical Trials,"T. S. Chang, E. Teng, D. Elashoff and J. D. Grill",Journal Alzheimer Dis Assoc Disord;,adni_4622
2017,Two distinct classes of degenerative change are independently linked to clinical progression in mild cognitive impairment,"J. P. Coutu, E. R. Lindemer, E. Konukoglu, D. H. Salat and I. Alzheimer's Disease Neuroimaging",Journal Neurobiol Aging;,adni_4623
2017,Performance comparison of 10 different classification techniques in segmenting white matter hyperintensities in aging,"M. Dadar, J. Maranzano, K. Misquitta, C. J. Anor, V. S. Fonov, M. C. Tartaglia, O. T. Carmichael, C. Decarli, D. L. Collins and I. Alzheimer's Disease Neuroimaging",Journal Neuroimage;,adni_4624
2017,A Set-Based Mixed Effect Model for Gene-Environment Interaction and Its Application to Neuroimaging Phenotypes,"C. Wang, J. Sun, B. Guillaume, T. Ge, D. P. Hibar, C. M. T. Greenwood, A. Qiu and I. Alzheimer's Disease Neuroimaging",Journal Front Neurosci;,adni_4625
2017,Self-reported traumatic brain injury and in vivo measure of AD-vulnerable cortical thickness and AD-related biomarkers in the ADNI cohort,"M. L. Wang, X. E. Wei, M. M. Yu, P. Y. Li, W. B. Li and I. Alzheimer's Disease Neuroimaging",Journal Neurosci Lett;,adni_4626
2017,Multi-modal classification of neurodegenerative disease by progressive graph-based transductive learning,"Z. Wang, X. Zhu, E. Adeli, Y. Zhu, F. Nie, B. Munsell, G. Wu, Adni and Ppmi",Journal Med Image Anal;,adni_4627
2017,Differential Regional Distribution of Juxtacortical White Matter Signal Abnormalities in Aging and Alzheimer's Disease,"E. R. Lindemer, D. N. Greve, B. Fischl, J. C. Augustinack, D. H. Salat and I. Alzheimer's Disease Neuroimaging",Journal J Alzheimers Dis;,adni_4633
2017,A robust biomarker of large-scale network failure in Alzheimer’s disease,"D. A. Wiepert, V. J. Lowe, D. S. Knopman, B. F. Boeve, J. Graff-Radford, R. C. Petersen, C. R. Jack, Jr. and D. T. Jones",Journal Alzheimers Dement (Amst);,adni_4634
2017,Efficient Groupwise Registration for Brain MRI by Fast Initialization,"P. Dong, X. Cao, J. Zhang, M. Kim, G. Wu and D. Shen",Journal Mach Learn Med Imaging;,adni_4635
2017,The interactive effect of demographic and clinical factors on hippocampal volume: A multicohort study on 1958 cognitively normal individuals,"D. Ferreira, O. Hansson, J. Barroso, Y. Molina, A. Machado, J. A. Hernandez-Cabrera, J. S. Muehlboeck, E. Stomrud, K. Nagga, O. Lindberg, D. Ames, G. Kalpouzos, L. Fratiglioni, L. Backman, C. Graff, P. Mecocci, B. Vellas, M. Tsolaki, I. Kloszewska, H. Soininen, S. Lovestone, H. Ahlstrom, L. Lind, E. M. Larsson, L. O. Wahlund, A. Simmons, E. Westman, f. t. A. s. D. N. I. the AddNeuroMed consortium, B. Australian Imaging and g. Lifestyle Study of Ageing research",Journal Hippocampus;,adni_4636
2017,Left frontal cortex connectivity underlies cognitive reserve in prodromal Alzheimer disease,"N. Franzmeier, M. Duering, M. Weiner, M. Dichgans, M. Ewers and I. Alzheimer's Disease Neuroimaging",Journal Neurology;,adni_4637
2017,Early Prediction of Alzheimer’s Disease Using Null Longitudinal Model-Based Classifiers,"G. Gavidia-Bovadilla, S. Kanaan-Izquierdo, M. Mataró-Serrat, A. Perera-Lluna and A. s. D. N. Initiative",Journal PloS one;,adni_4638
2017,Managing money matters: Managing finances is associated with functional independence in MCI,"C. Berezuk, J. Ramirez, S. E. Black and K. K. Zakzanis",Journal International Journal of Geriatric Psychiatry;,adni_4639
2017,Reference region selection and the association between the rate of amyloid accumulation over time and the baseline amyloid burden,"J. Blautzik, M. Brendel, J. Sauerbeck, S. Kotz, F. Scheiwein, P. Bartenstein, J. Seibyl, A. Rominger and I. Alzheimer's Disease Neuroimaging",Journal Eur J Nucl Med Mol Imaging;,adni_4640
2017,Serum SHBG Levels are not Associated with Longitudinal Cognitive Decline in Mild Cognitive Impairment,"K. A. Lin, C. Rundel, P. M. Doraiswamy and I. Alzheimer's Disease Neuroimaging",Journal J Alzheimers Dis;,adni_4641
2017,Associations between APOE genotype and cerebral small-vessel disease: a longitudinal study,"X. Luo, Y. Jiaerken, X. Yu, P. Huang, T. Qiu, Y. Jia, K. Li, X. Xu, Z. Shen, X. Guan, J. Zhou, M. Zhang and F. Adni",Journal Oncotarget;,adni_4642
2017,Hypertension is associated with worse cognitive function and hippocampal hypometabolism in Alzheimer's disease,"I. Moonga, F. Niccolini, H. Wilson, G. Pagano and M. Politis",Journal European Journal of Neurology;,adni_4643
2017,Neuropsychiatric symptoms predict hypometabolism in preclinical Alzheimer disease,"K. P. Ng, T. A. Pascoal, S. Mathotaarachchi, C. O. Chung, A. L. Benedet, M. Shin, M. S. Kang, X. Li, M. Ba, N. Kandiah, P. Rosa-Neto, S. Gauthier and I. Alzheimer's Disease Neuroimaging",Journal Neurology;,adni_4644
2017,FGWAS: Functional genome wide association analysis,"C. Huang, P. Thompson, Y. Wang, Y. Yu, J. Zhang, D. Kong, R. R. Colen, R. C. Knickmeyer, H. Zhu and I. Alzheimer's Disease Neuroimaging",Journal Neuroimage;,adni_4645
2017,Sex differences in the association between AD biomarkers and cognitive decline,"M. E. I. Koran, M. Wagener, T. J. Hohman and I. Alzheimer's Neuroimaging",Journal Brain Imaging Behav;,adni_4646
2017,Genetic assessment of age-associated Alzheimer disease risk: Development and validation of a polygenic hazard score,"R. S. Desikan, C. C. Fan, Y. Wang, A. J. Schork, H. J. Cabral, L. A. Cupples, W. K. Thompson, L. Besser, W. A. Kukull, D. Holland, C. H. Chen, J. B. Brewer, D. S. Karow, K. Kauppi, A. Witoelar, C. M. Karch, L. W. Bonham, J. S. Yokoyama, H. J. Rosen, B. L. Miller, W. P. Dillon, D. M. Wilson, C. P. Hess, M. Pericak-Vance, J. L. Haines, L. A. Farrer, R. Mayeux, J. Hardy, A. M. Goate, B. T. Hyman, G. D. Schellenberg, L. K. McEvoy, O. A. Andreassen and A. M. Dale",Journal PLoS Med;,adni_4647
2017,Plasma neurofilament light chain levels in Alzheimer's disease.,"W. Zhou, J. Zhang, F. Ye, G. Xu, H. Su, Y. Su, X. Zhang and I. Alzheimer's Disease Neuroimaging",Journal Neurosci Lett;,adni_4648
2017,Prediction of Conversion to Alzheimer’s Disease with Longitudinal Measures and Time-To-Event Data,"K. Li, W. Chan, R. S. Doody, J. Quinn, S. Luo and I. Alzheimer's Disease Neuroimaging",Journal J Alzheimers Dis;,adni_4649
2017,MRI-based classification models in prediction of mild cognitive impairment and dementia in late-life depression,"A. K. Lebedeva, E. Westman, T. Borza, M. K. Beyer, K. Engedal, D. Aarsland, G. Selbaek and A. K. Haberg",Journal Front Aging Neurosci;,adni_4650
2017,Power analysis to detect treatment effects in longitudinal clinical trials for Alzheimer’s disease,"Z. Huang, G. Muniz-Terrera and B. D. M. Tom",Journal Alzheimers Dement (N Y);,adni_4651
2016,Multistage Grading of Amnestic Mild Cognitive Impairment: The Associated Brain Gray Matter Volume and Cognitive Behavior Characterization,"C. Yang, X. Sun, W. Tao, X. Li, J. Zhang, J. Jia, K. Chen and Z. Zhang",Journal Front Aging Neurosci;,adni_4653
2016,Automatic labeling of MR brain images by hierarchical learning of atlas forests,"L. Zhang, Q. Wang, Y. Gao, G. Wu and D. Shen",Journal Med Phys;,adni_4654
2016,Genomics and CSF analyses implicate thyroid hormone in hippocampal sclerosis of aging,"P. T. Nelson, Y. Katsumata, K. Nho, S. C. Artiushin, G. A. Jicha, W. X. Wang, E. L. Abner, A. J. Saykin, W. A. Kukull, I. Alzheimer's Disease Neuroimaging and D. W. Fardo",Journal Acta Neuropathol;,adni_4655
2016,Basal forebrain degeneration precedes and predicts the cortical spread of Alzheimer's pathology,"T. W. Schmitz, R. Nathan Spreng and I. Alzheimer's Disease Neuroimaging",Journal Nat Commun;,adni_4656
2016,False-Positive Error Rates for Reliable Digit Span and Auditory Verbal Learning Test Performance Validity Measures in Amnestic Mild Cognitive Impairment and Early Alzheimer Disease,"D. W. Loring, F. C. Goldstein, C. Chen, D. L. Drane, J. J. Lah, L. Zhao, G. J. Larrabee and I. Alzheimer's Disease Neuroimaging",Journal Arch Clin Neuropsychol;,adni_4657
2016,Structural MRI-based detection of Alzheimer’s disease using feature ranking and classification error,"I. Beheshti, H. Demirel, F. Farokhian, C. Yang, H. Matsuda and I. Alzheimer's Disease Neuroimaging",Journal Comput Methods Programs Biomed;,adni_4658
2016,Prediction of Memory Impairment with MRI Data: A Longitudinal Study of Alzheimer's Disease,"X. Wang, D. Shen and H. Huang",Journal Med Image Comput Comput Assist Interv;,adni_4659
2016,Association of Cerebrospinal Fluid Neurofilament Light Concentration With Alzheimer Disease Progression,"H. Zetterberg, T. Skillback, N. Mattsson, J. Q. Trojanowski, E. Portelius, L. M. Shaw, M. W. Weiner, K. Blennow and A. s. D. N. Initiative",Journal JAMA Neurol;,adni_4660
2016,Morphometricity as a measure of the neuroanatomical signature of a trait,"M. R. Sabuncu, T. Ge, A. J. Holmes, J. W. Smoller, R. L. Buckner, B. Fischl and I. Alzheimer's Disease Neuroimaging",Journal Proc Natl Acad Sci U S A;,adni_4661
2016,A Novel Grading Biomarker for the Prediction of Conversion from Mild Cognitive Impairment to Alzheimer’s Disease,"T. Tong, Q. Gao, R. Guerrero, C. Ledig, L. Chen, D. Rueckert and A. s. d. n. initiative",Journal IEEE Trans Biomed Eng;,adni_4662
2016,What are the Most Frequently Impaired Markers of Neurodegeneration in ADNI Subjects?,"Andriuta D1, Moullart V2, Schraen S3, Devendeville A1,4, Meyer ME2, Godefroy O1; Alzheimer’s Disease Neuroimaging.",Journal Journal of Alzheimer's Disease;,adni_4663
2016,Clusters of male and female Alzheimer’s disease patients in the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database,"D. Gamberger, B. Zenko, A. Mitelpunkt, N. Shachar and N. Lavrac",Journal Brain Inform;,adni_4664
2016,Metabolic connectomics targeting brain pathology in dementia with Lewy bodies,"S. P. Caminiti, M. Tettamanti, A. Sala, L. Presotto, S. Iannaccone, S. F. Cappa, G. Magnani, D. Perani and I. Alzheimer's Disease Neuroimaging",Journal J Cereb Blood Flow Metab;,adni_4665
2016,Basic MR sequence parameters systematically bias automated brain volume estimation,"S. Haller, P. Falkovskiy, R. Meuli, J. P. Thiran, G. Krueger, K. O. Lovblad, T. Kober, A. Roche and B. Marechal",Journal Neuroradiology;,adni_4666
2016,Recognition of Alzheimer's disease and Mild Cognitive Impairment with multimodal image-derived biomarkers and Multiple Kernel Learning,"O. B. Ahmed, J. Benois-Pineau, M. Allard, G. Catheline, C. B. Amar and A. s. D. N. Initiative",Journal Neurocomputing;,adni_4667
2016,Better verbal memory in women than men in MCI despite similar levels of hippocampal atrophy,"E. E. Sundermann, A. Biegon, L. H. Rubin, R. B. Lipton, W. Mowrey, S. Landau, P. M. Maki and I. Alzheimer's Disease Neuroimaging",Journal Neurology;,adni_4668
2016,Assessing the commutability of reference material formats for the harmonization of amyloid-β measurements,"Bjerke M, Andreasson U, Kuhlmann J, Portelius E, Pannee J, Lewczuk P, Umek RM, Vanmechelen E, Vanderstichele H, Stoops E, Lewis J, Vandijck M, Kostanjevecki V, Jeromin A, Salamone SJ, Schmidt O, Matzen A, Madin K, Eichenlaub U, Bittner T, Shaw LM, Zegers I, Zetterberg H, Blennow K",Journal Clin Chem Lab Med;,adni_4669
2016,Manual-Protocol Inspired Technique for Improving Automated MR Image Segmentation during Label Fusion,"N. Bhagwat, J. Pipitone, J. L. Winterburn, T. Guo, E. G. Duerden, A. N. Voineskos, M. Lepage, S. P. Miller, J. C. Pruessner and M. M. Chakravarty",Journal Front Neurosci;,adni_4670
2016,Traumatic Brain Injury and Age at Onset of Cognitive Impairment in Older Adults,"W. Li, S. L. Risacher, T. W. McAllister and A. J. Saykin",Journal J Neurol;,adni_4671
2016,View-aligned hypergraph learning for Alzheimer’s disease diagnosis with incomplete multi-modality data,"M. Liu, J. Zhang, P. T. Yap and D. Shen",Journal Med Image Anal;,adni_4672
2016,Semi-parametric Bayes Conditional Graphical Models for Imaging Genetics,S. Kundu and J. Kang,Journal Stat (Int Stat Inst);,adni_4673
2016,"White Matter Changes are Associated with Ventricular Expansion in Aging, Mild Cognitive Impairment, and Alzheimer’s Disease","Coutu JP1,2, Goldblatt A1,3, Rosas HD1,4, Salat DH1,3,5; Alzheimer's Disease Neuroimaging Initiative (ADNI)",Journal Journal of Alzheimer's Disease;,adni_4674
2016,ADCOMS: a composite clinical outcome for prodromal Alzheimer’s disease trials,"J. Wang, V. Logovinsky, S. B. Hendrix, S. H. Stanworth, C. Perdomo, L. Xu, S. Dhadda, I. Do, M. Rabe, J. Luthman, J. Cummings and A. Satlin",Journal J Neurol Neurosurg Psychiatry;,adni_4675
2016,"Reproducibility of hippocampal atrophy rates measured with manual, FreeSurfer, AdaBoost, FSL/FIRST and the MAPS-HBSI methods in Alzheimer's disease.","K. S. Cover, R. A. van Schijndel, A. Versteeg, K. K. Leung, E. R. Mulder, R. A. Jong, P. J. Visser, A. Redolfi, J. Revillard, B. Grenier, D. Manset, S. Damangir, P. Bosco, H. Vrenken, B. W. van Dijk, G. B. Frisoni, F. Barkhof and n. Alzheimer's Disease Neuroimaging Initiative",Journal Psychiatry Res Neuroimaging;,adni_4676
2016,Learning in data-limited multimodal scenarios: Scandent decision forests and tree-based features,S. Hor and M. Moradi,Journal Med Image Anal;,adni_4677
2016,Control-group feature normalization for multivariate pattern analysis of structural MRI data using the support vector machine,"K. A. Linn, B. Gaonkar, T. D. Satterthwaite, J. Doshi, C. Davatzikos and R. T. Shinohara",Journal NeuroImage;,adni_4678
2016,Risk factors and global cognitive status related to brain arteriolosclerosis in elderly individuals,"E. T. Ighodaro, E. L. Abner, D. W. Fardo, A. L. Lin, Y. Katsumata, F. A. Schmitt, R. J. Kryscio, G. A. Jicha, J. H. Neltner, S. E. Monsell, W. A. Kukull, D. K. Moser, F. Appiah, A. D. Bachstetter, L. J. Van Eldik, I. Alzheimer's Disease Neuroimaging and P. T. Nelson",Journal J Cereb Blood Flow Metab;,adni_4679
2016,Combining Feature Extraction Methods to Assist the Diagnosis of Alzheimer’s Disease,"Segovia, M. Górriz, J. Ramírez, Phillips and A. s. D. N. Initiative",Journal Current Alzheimer Research;,adni_4680
