paper_id,pub_year,title,doi,author_part,raw_citation
midus_doi_10_1007_s40167_015_0025_0,2015,"Culture, inequality, and health: Evidence from the MIDUS and MIDJA comparison",10.1007/s40167-015-0025-0,"Ryff, C. D., Miyamoto, Y., Boylan, J. M., Coe, C. L., Karasawa, M., Kawakami, N., Kan, C., Love, G. D., Levine, C., Markus, H. R., Park, J., & Kitayama, S. ","Ryff, C. D., Miyamoto, Y., Boylan, J. M., Coe, C. L., Karasawa, M., Kawakami, N., Kan, C., Love, G. D., Levine, C., Markus, H. R., Park, J., & Kitayama, S. (2015). Culture, inequality, and health: Evidence from the MIDUS and MIDJA comparison. Culture and Brain, 3(1), 1-20."
midus_doi_10_1177_2055102915601582,2015,Persistent psychological well-being predicts improved self-rated health over 9-10 years: Longitudinal evidence from MIDUS,10.1177/2055102915601582,"Ryff, C. D., Radler, B. T., & Friedman, E. M. ","Ryff, C. D., Radler, B. T., & Friedman, E. M. (2015). Persistent psychological well-being predicts improved self-rated health over 9-10 years: Longitudinal evidence from MIDUS. Health Psychology Open, 2(2), Article 2055102915601582."
midus_doi_10_1016_j_bbi_2014_07_015,2015,Daily positive events and inflammation: Findings from the National Study of Daily Experiences,10.1016/j.bbi.2014.07.015,"Sin, N. L., Graham-Engeland, J. E., & Almeida, D. M. ","Sin, N. L., Graham-Engeland, J. E., & Almeida, D. M. (2015). Daily positive events and inflammation: Findings from the National Study of Daily Experiences. Brain, Behavior, and Immunity, 43, 130-138."
midus_doi_10_1037_hea0000240,2015,Affective reactivity to daily stressors is associated with elevated inflammation,10.1037/hea0000240,"Sin, N. L., Graham-Engeland, J. E., Ong, A. D., & Almeida, D. M. ","Sin, N. L., Graham-Engeland, J. E., Ong, A. D., & Almeida, D. M. (2015). Affective reactivity to daily stressors is associated with elevated inflammation. Health Psychology, 34(12), 1154-1165."
midus_doi_10_1177_0956797615575022,2015,Perceived partner responsiveness predicts diurnal cortisol profiles 10 years later,10.1177/0956797615575022,"Slatcher, R. B., Selcuk, E., & Ong, A. D. ","Slatcher, R. B., Selcuk, E., & Ong, A. D. (2015). Perceived partner responsiveness predicts diurnal cortisol profiles 10 years later. Psychological Science, 26(7), 972-982."
midus_doi_10_1111_socf_12208,2015,The psycho-social processes linking income and volunteering: Chronic financial strain and wellbeing,10.1111/socf.12208,"Son, J., & Wilson, J. ","Son, J., & Wilson, J. (2015). The psycho-social processes linking income and volunteering: Chronic financial strain and wellbeing. Sociological Forum, 30(4), 1059-1081."
midus_doi_10_1007_s10519_015_9716_8,2015,Genetic and environmental influences on adult mental health: Evidence for gene-environment interplay as a function of maternal and paternal discipline and affection,10.1007/s10519-015-9716-8,"South, S. C., & Jarnecke, A. M. ","South, S. C., & Jarnecke, A. M. (2015). Genetic and environmental influences on adult mental health: Evidence for gene-environment interplay as a function of maternal and paternal discipline and affection. Behavior Genetics, 45(4), 438-450."
midus_doi_10_1017_thg_2015_62,2015,Genetic and environmental overlap between childhood maltreatment and adult physical health,10.1017/thg.2015.62,"South, S. C., Schafer, M. H., & Ferraro, K. F. ","South, S. C., Schafer, M. H., & Ferraro, K. F. (2015). Genetic and environmental overlap between childhood maltreatment and adult physical health. Twin Research and Human Genetics, 18(5), 533-544."
midus_doi_10_1111_jopy_12090,2015,Subjective age and personality development: A 10-year study,10.1111/jopy.12090,"Stephan, Y., Sutin, A. R., & Terracciano, A. ","Stephan, Y., Sutin, A. R., & Terracciano, A. (2015). Subjective age and personality development: A 10-year study. Journal of Personality, 3(2), 142-154."
midus_doi_10_1177_0956797615601103,2015,Weight discrimination and risk of mortality,10.1177/0956797615601103,"Sutin, A. R., Stephan, Y., & Terracciano, A. ","Sutin, A. R., Stephan, Y., & Terracciano, A. (2015). Weight discrimination and risk of mortality. Psychological Science, 26(11), 1803-1811."
midus_doi_10_1016_j_jrp_2015_07_006,2015,Personality traits and body mass index in Asian populations,10.1016/j.jrp.2015.07.006,"Sutin, A. R., Stephan, Y., Wang, L., Gao, S., Wang, P., & Terracciano, A. ","Sutin, A. R., Stephan, Y., Wang, L., Gao, S., Wang, P., & Terracciano, A. (2015). Personality traits and body mass index in Asian populations. Journal of Research in Personality, 58, 137-142."
midus_doi_10_1007_s10902_014_9570_z,2015,Interpersonal mattering in friendship as a predictor of happiness in Japan: The case of Tokyoites,10.1007/s10902-014-9570-z,"Taniguchi, H. ","Taniguchi, H. (2015). Interpersonal mattering in friendship as a predictor of happiness in Japan: The case of Tokyoites. Journal of Happiness Studies, 16(6), 1475-1491."
midus_doi_10_1037_a0038100,2015,Psychometric analysis of the ten-item perceived stress scale,10.1037/a0038100,"Taylor, J. M. ","Taylor, J. M. (2015). Psychometric analysis of the ten-item perceived stress scale. Psychological Assessment, 27(1), 90-101."
midus_doi_10_1370_afm_1820,2015,Correlates of sexual activity and satisfaction in midlife and older women,10.1370/afm.1820,"Thomas, H. N., Hess, R., & Thurston, R. C. ","Thomas, H. N., Hess, R., & Thurston, R. C. (2015). Correlates of sexual activity and satisfaction in midlife and older women. Annals of Family Medicine, 13(4), 336-342."
midus_doi_10_1007_s11031_014_9456_8,2015,Regularity of daily activities buffers the negative impact of low perceived control on affect,10.1007/s11031-014-9456-8,"Tighe, C. A., Dautovich, N. D., & Allen, R. S. ","Tighe, C. A., Dautovich, N. D., & Allen, R. S. (2015). Regularity of daily activities buffers the negative impact of low perceived control on affect. Motivation and Emotion, 39(3), 448-457."
midus_doi_10_1037_hea0000038,2015,Personality and the leading behavior contributors of mortality,10.1037/hea0000038,"Turiano, N. A., Chapman, B. P., Gruenewald, T. L., & Mroczek, D. K. ","Turiano, N. A., Chapman, B. P., Gruenewald, T. L., & Mroczek, D. K. (2015). Personality and the leading behavior contributors of mortality. Health Psychology, 4(1), 51-60."
midus_doi_10_1037_a0039607,2015,"Managing work and family: Do control strategies help? Developmental Psychology, 51(11), 1672-1681",10.1037/a0039607,"Versey, H. S. ","Versey, H. S. (2015). Managing work and family: Do control strategies help? Developmental Psychology, 51(11), 1672-1681."
midus_doi_10_1136_bmj_g7772,2015,Long working hours and alcohol use: Systematic review and meta-analysis of published studies and unpublished individual participant data,10.1136/bmj.g7772,"Virtanen, M., Jokela, M., Nyberg, S. T., Madsen, I. E. H., Lallukka, T., Ahola, K., . . . Kivimaki, M. ","Virtanen, M., Jokela, M., Nyberg, S. T., Madsen, I. E. H., Lallukka, T., Ahola, K., . . . Kivimaki, M. (2015). Long working hours and alcohol use: Systematic review and meta-analysis of published studies and unpublished individual participant data. British Medical Journal, 350, Article g7772."
midus_doi_10_1109_ISBI_2015_7163809,2015,LARS network filtration in the study of EEG brain connectivity,10.1109/ISBI.2015.7163809,"Wang, Y., Chung, M. K., Bachhuber, D. R., Schaefer, S. M., van Reekum, C. M., & Davidson, R. J. ","Wang, Y., Chung, M. K., Bachhuber, D. R., Schaefer, S. M., van Reekum, C. M., & Davidson, R. J. (2015). LARS network filtration in the study of EEG brain connectivity. IEEE 12th International Symposium on Biomedical Imaging, 30-33."
midus_doi_10_1002_pam_21835,2015,"Prevention, use of health services, and genes: Implications of Genetics for policy formation",10.1002/pam.21835,"Wehby, G. L., Domingue, B. W., & Boardman, J. D. ","Wehby, G. L., Domingue, B. W., & Boardman, J. D. (2015). Prevention, use of health services, and genes: Implications of Genetics for policy formation. Journal of Policy Analysis and Management, 34(3), 519-536."
midus_doi_10_3389_fpsyg_2015_00422,2015,Strategic differentiation and integration of genomic-level heritabilities facilitate individual differences in preparedness and plasticity of human life history,10.3389/fpsyg.2015.00422,"Woodley Of Menie, M. A., Figueredo, A. J., Cabeza de Baca, T., Fernandes, H. B., Madison, G., Wolf, P. S., & Black, C. J. ","Woodley Of Menie, M. A., Figueredo, A. J., Cabeza de Baca, T., Fernandes, H. B., Madison, G., Wolf, P. S., & Black, C. J. (2015). Strategic differentiation and integration of genomic-level heritabilities facilitate individual differences in preparedness and plasticity of human life history. Frontiers in Psychology, 6, Article 422."
midus_doi_10_1016_j_paid_2015_05_032,2015,"Estimating the strength of genetic selection against heritable g in a sample of 3520 Americans, sourced from MIDUS II",10.1016/j.paid.2015.05.032,"Woodley, M. A., Figueredo, A. J., Dunkel, C. S., & Madison, G. ","Woodley, M. A., Figueredo, A. J., Dunkel, C. S., & Madison, G. (2015). Estimating the strength of genetic selection against heritable g in a sample of 3520 Americans, sourced from MIDUS II. Personality and Individual Differences, 86, 266-270."
midus_doi_10_1177_2055102915601583,2015,Effects of anger regulation and social anxiety on perceived stress,10.1177/2055102915601583,"Yamaguchi, A., Kim, M.-S., Akutsu, S., & Oshio, A. ","Yamaguchi, A., Kim, M.-S., Akutsu, S., & Oshio, A. (2015). Effects of anger regulation and social anxiety on perceived stress. Health Psychology Open, 2(2), Article 2055102915601583."
midus_doi_10_1016_j_psyneuen_2015_06_010,2015,Life satisfaction moderates the impact of socioeconomic status on diurnal cortisol slope,10.1016/j.psyneuen.2015.06.010,"Zilioli, S., Imami, L., & Slatcher, R. B. ","Zilioli, S., Imami, L., & Slatcher, R. B. (2015). Life satisfaction moderates the impact of socioeconomic status on diurnal cortisol slope. Psychoneuroendocrinology, 60, 91-95."
midus_doi_10_1016_j_jpsychores_2015_09_013,2015,Purpose in life predicts allostatic load ten years later,10.1016/j.jpsychores.2015.09.013,"Zilioli, S., Slatcher, R. B., Ong, A. D., & Gruenewald, T. ","Zilioli, S., Slatcher, R. B., Ong, A. D., & Gruenewald, T. (2015). Purpose in life predicts allostatic load ten years later. Journal of Psychosomatic Research, 79(5), 451-457."
midus_doi_10_1016_j_psychres_2014_11_064,2015,"Major depressive disorder and smoking relapse among adults in the United States: A ten-year, prospective investigation",10.1016/j.psychres.2014.11.064,"Zvolensky, M. J., Bakhshaie, J., Sheffer, C., Perez, A., & Goodwin, R. D. ","Zvolensky, M. J., Bakhshaie, J., Sheffer, C., Perez, A., & Goodwin, R. D. (2015). Major depressive disorder and smoking relapse among adults in the United States: A ten-year, prospective investigation. Psychiatry Research, 226(1), 73-77."
midus_doi_10_1016_j_jpsychires_2015_02_008,2015,Big five personality factors and cigarette smoking: A 10-year study among US adults,10.1016/j.jpsychires.2015.02.008,"Zvolensky, M. J., Taha, F., Bono, A., & Goodwin, R. D. ","Zvolensky, M. J., Taha, F., Bono, A., & Goodwin, R. D. (2015). Big five personality factors and cigarette smoking: A 10-year study among US adults. Journal of Psychiatric Research, 63, 91-96."
midus_doi_10_3389_fpsyg_2015_01493,2015,"Income, personality, and subjective financial well-being: The role of gender in their genetic and environmental relationships",10.3389/fpsyg.2015.01493,"Zyphur, M. J., Li, W.-D., Zhang, Z., Arvey, R. D., & Barsky, A. P. ","Zyphur, M. J., Li, W.-D., Zhang, Z., Arvey, R. D., & Barsky, A. P. (2015). Income, personality, and subjective financial well-being: The role of gender in their genetic and environmental relationships. Frontiers in Psychology, 6, Article 1493."
midus_doi_10_2190_AG_79_2_b,2014,"Baby Boomers' subjective life course and its physical health effects: How distinctive is the ""forever young"" cohort? International Journal of Aging & Human Development, 79(2), 109-129",10.2190/AG.79.2.b,"Barrett, A. E., & Toothman, E. L. ","Barrett, A. E., & Toothman, E. L. (2014). Baby Boomers' subjective life course and its physical health effects: How distinctive is the ""forever young"" cohort? International Journal of Aging & Human Development, 79(2), 109-129."
midus_doi_10_1002_pon_3509,2014,Daily well-being of cancer survivors: The role of somatic amplification,10.1002/pon.3509,"Barrineau, M. J., Zarit, S. H., King, H. A., Costanzo, E. S., & Almeida, D. M. ","Barrineau, M. J., Zarit, S. H., King, H. A., Costanzo, E. S., & Almeida, D. M. (2014). Daily well-being of cancer survivors: The role of somatic amplification. Psycho-Oncology, 23(9), 1027-1033."
midus_doi_10_1037_a0034528,2014,Social relationships and allostatic load in the MIDUS Study,10.1037/a0034528,"Brooks, K. P., Gruenewald, T. L., Karlamangla, A., Hu, P., Koretz, B., & Seeman, T. E. ","Brooks, K. P., Gruenewald, T. L., Karlamangla, A., Hu, P., Koretz, B., & Seeman, T. E. (2014). Social relationships and allostatic load in the MIDUS Study. Health Psychology, 33(11), 1373-1381."
midus_doi_10_1007_s10902_013_9436_9,2014,Perceived change in life satisfaction and daily negative affect: The moderating role of purpose in life,10.1007/s10902-013-9436-9,"Burrow, A. L., Sumner, R., & Ong, A. D. ","Burrow, A. L., Sumner, R., & Ong, A. D. (2014). Perceived change in life satisfaction and daily negative affect: The moderating role of purpose in life. Journal of Happiness Studies, 15(3), 579-592."
midus_doi_10_1177_2167702614547265,2014,Do (even) depressed individuals believe that life gets better and better? The link between depression and subjective trajectories for life satisfaction,10.1177/2167702614547265,"Busseri, M. A., & Peck, E. ","Busseri, M. A., & Peck, E. (2014). Do (even) depressed individuals believe that life gets better and better? The link between depression and subjective trajectories for life satisfaction. Clinical Psychological Science. Advance online publication."
midus_doi_10_1097_nnr_0000000000000034,2014,Cusp catastrophe model: A nonlinear model for health outcomes in nursing research,10.1097/nnr.0000000000000034,"Chen, D. G., Lin, F., Chen, X. J., Tang, W., & Kitzman, H. ","Chen, D. G., Lin, F., Chen, X. J., Tang, W., & Kitzman, H. (2014). Cusp catastrophe model: A nonlinear model for health outcomes in nursing research. Nursing Research, 63(3), 211-220."
midus_doi_10_1117_12_2036497,2014,Improved statistical power with a sparse shape model in detecting an aging effect in the hippocampus and amygdala,10.1117/12.2036497,"Chung, M. K., Kim, S. G., Schaefer, S. M., van Reekum, C. M., Peschke-Schmitz, L., Sutterer, M. J., & Davidson, R. J. ","Chung, M. K., Kim, S. G., Schaefer, S. M., van Reekum, C. M., Peschke-Schmitz, L., Sutterer, M. J., & Davidson, R. J. (2014). Improved statistical power with a sparse shape model in detecting an aging effect in the hippocampus and amygdala. Proceedings - Society of Photo-Optical Instrumentation Engineers, 9034, Article 90340y."
midus_doi_10_1177_0192513x13479595,2014,"A double-edged sword: Race, daily family support exchanges, and daily well-being",10.1177/0192513x13479595,"Cichy, K. E., Stawski, R. S., & Almeida, D. M. ","Cichy, K. E., Stawski, R. S., & Almeida, D. M. (2014). A double-edged sword: Race, daily family support exchanges, and daily well-being. Journal of Family Issues, 35(13), 1824-1845."
midus_doi_10_1016_j_paid_2014_02_012,2014,Openness to experience and aesthetic chills: Links to heart rate sympathetic activity,10.1016/j.paid.2014.02.012,"Cukic, I., & Bates, T. C. ","Cukic, I., & Bates, T. C. (2014). Openness to experience and aesthetic chills: Links to heart rate sympathetic activity. Personality and Individual Differences, 64, 152-156."
midus_doi_10_1177_1948550614538461,2014,Subjective and objective hierarchies and their relations to psychological well-being: A US /Japan comparison,10.1177/1948550614538461,"Curhan, K. B., Levine, C. S., Markus, H. R., Kitayama, S., Park, J., Karasawa, M., Kawakami, N., Love, G. D., Coe, C. L., Miyamoto, Y., & Ryff, C. D. ","Curhan, K. B., Levine, C. S., Markus, H. R., Kitayama, S., Park, J., Karasawa, M., Kawakami, N., Love, G. D., Coe, C. L., Miyamoto, Y., & Ryff, C. D. (2014). Subjective and objective hierarchies and their relations to psychological well-being: A US /Japan comparison. Social Psychological and Personality Science, 5(8), 855-864."
midus_doi_10_1177_0956797614543802,2014,Just how bad negative affect is for your health depends on culture,10.1177/0956797614543802,"Curhan, K. B., Sims, T., Markus, H. R., Kitayama, S., Karasawa, M., Kawakami, N., Love, G. D., Coe, C. L., Miyamoto, Y., & Ryff, C. D. ","Curhan, K. B., Sims, T., Markus, H. R., Kitayama, S., Karasawa, M., Kawakami, N., Love, G. D., Coe, C. L., Miyamoto, Y., & Ryff, C. D. (2014). Just how bad negative affect is for your health depends on culture. Psychological Science, 25(12), 2277-2280."
midus_doi_10_1177_0091415015574174,2014,National Survey of Midlife Development in the United States,10.1177/0091415015574174,"Delaney, R. K. ","Delaney, R. K. (2014). National Survey of Midlife Development in the United States. International Journal of Aging & Human Development, 79(4), 329-331."
midus_doi_10_1007_s10865_014_9563_8,2014,Perceived discrimination as a stressor for close relationships: Identifying psychological and physiological pathways,10.1007/s10865-014-9563-8,"Doyle, D. M., & Molix, L. ","Doyle, D. M., & Molix, L. (2014). Perceived discrimination as a stressor for close relationships: Identifying psychological and physiological pathways. Journal of Behavioral Medicine, 37(6), 1134-1144."
midus_doi_10_1111_jasp_12252,2014,How does stigma spoil relationships? Evidence that perceived discrimination harms romantic relationship quality through impaired self-image,10.1111/jasp.12252,"Doyle, D. M., & Molix, L. ","Doyle, D. M., & Molix, L. (2014). How does stigma spoil relationships? Evidence that perceived discrimination harms romantic relationship quality through impaired self-image. Journal of Applied Social Psychology, 44(9), 600-610."
midus_doi_10_1016_j_jrp_2014_04_003,2014,Stability and change in generative concern: Evidence from a longitudinal survey,10.1016/j.jrp.2014.04.003,"Einolf, C. J. ","Einolf, C. J. (2014). Stability and change in generative concern: Evidence from a longitudinal survey. Journal of Research in Personality, 51, 54-61."
midus_doi_10_1016_j_bbi_2013_10_026,2014,Assessing for unique immunomodulatory and neuroplastic profiles of physical activity subtypes: A focus on psychiatric disorders,10.1016/j.bbi.2013.10.026,"Eyre, H. A., & Baune, B. T. ","Eyre, H. A., & Baune, B. T. (2014). Assessing for unique immunomodulatory and neuroplastic profiles of physical activity subtypes: A focus on psychiatric disorders. Brain, Behavior, and Immunity, 39, 42-55."
midus_doi_10_1016_j_ssresearch_2013_10_004,2014,What can We learn from twin studies? A comprehensive evaluation of the Equal Environments Assumption,10.1016/j.ssresearch.2013.10.004,"Felson, J ","Felson, J (2014). What can We learn from twin studies? A comprehensive evaluation of the Equal Environments Assumption. Social Science Research, 43, 184-199."
midus_doi_10_1002_smi_2491,2014,"Perceived unfairness at work, social and personal resources, and resting blood pressure",10.1002/smi.2491,"Ford, M. T. ","Ford, M. T. (2014). Perceived unfairness at work, social and personal resources, and resting blood pressure. Stress and Health, 30(1), 12-22."
midus_doi_10_1016_j_anai_2014_08_003,2014,A 10-year prospective study of respiratory disease and depression or anxiety in adulthood,10.1016/j.anai.2014.08.003,"Goodwin, R. D., Scheckner, B., Pena, L., Feldman, J. M., Taha, F., & Lipsitz, J. D. ","Goodwin, R. D., Scheckner, B., Pena, L., Feldman, J. M., Taha, F., & Lipsitz, J. D. (2014). A 10-year prospective study of respiratory disease and depression or anxiety in adulthood. Annals of Allergy, Asthma & Immunology, 113(5), 565-570."
midus_doi_10_1093_geronb_gbu084,2014,Continuity and change in relationships with neighbors: Implications for psychological well-being in middle and later life,10.1093/geronb/gbu084,"Greenfield, E. A., & Reyes, L. ","Greenfield, E. A., & Reyes, L. (2014). Continuity and change in relationships with neighbors: Implications for psychological well-being in middle and later life. Journals of Gerontology. Series B, Psychological Sciences and Social Sciences, 70(4), 607-618."
midus_doi_10_1177_0022146514521215,2014,Multiple disadvantaged statuses and health: The role of multiple forms of discrimination,10.1177/0022146514521215,"Grollman, E. A. ","Grollman, E. A. (2014). Multiple disadvantaged statuses and health: The role of multiple forms of discrimination. Journal of Health and Social Behavior, 55(1), 3-19."
midus_doi_10_1037_a0038072,2014,Daily stress magnifies the association between cognitive decline and everyday memory problems: An integration of longitudinal and diary methods,10.1037/a0038072,"Hahn Rickenbach, E., Almeida, D. M., Seeman, T. E., & Lachman, M. E. ","Hahn Rickenbach, E., Almeida, D. M., Seeman, T. E., & Lachman, M. E. (2014). Daily stress magnifies the association between cognitive decline and everyday memory problems: An integration of longitudinal and diary methods. Psychology and Aging, 29(4), 852-862."
midus_doi_10_1093_geronb_gbt035,2014,Daily emotional and physical reactivity to stressors among widowed and married older adults,10.1093/geronb/gbt035,"Hahn, E. A., Cichy, K. E., Small, B. J., & Almeida, D. M. ","Hahn, E. A., Cichy, K. E., Small, B. J., & Almeida, D. M. (2014). Daily emotional and physical reactivity to stressors among widowed and married older adults. Journals of Gerontology Series B: Psychological Sciences and Social Sciences, 69B(1), 19-28."
midus_doi_10_1016_j_ctcp_2013_11_001,2014,Prevalence of visits to massage therapists by the general population: A systematic review,10.1016/j.ctcp.2013.11.001,"Harris, P. E., Cooper, K. L., Relton, C., & Thomas, K. J. ","Harris, P. E., Cooper, K. L., Relton, C., & Thomas, K. J. (2014). Prevalence of visits to massage therapists by the general population: A systematic review. Complementary Therapies in Clinical Practice, 20(1), 16-20."
midus_doi_10_1177_0956797614531799,2014,Purpose in life as a predictor of mortality across adulthood,10.1177/0956797614531799,"Hill, P. L., & Turiano, N. A. ","Hill, P. L., & Turiano, N. A. (2014). Purpose in life as a predictor of mortality across adulthood. Psychological Science, 25(7), 1482-1486."
midus_doi_10_1093_geronb_gbu073,2014,"Personality measures in the National Social Life, Health, and Aging Project",10.1093/geronb/gbu073,"Iveniuk, J., Laumann, E. O., Waite, L. J., McClintock, M. K., & Tiedt, A. ","Iveniuk, J., Laumann, E. O., Waite, L. J., McClintock, M. K., & Tiedt, A. (2014). Personality measures in the National Social Life, Health, and Aging Project. Journals of Gerontology Series B: Psychological Sciences and Social Sciences, 69(Suppl 2), S117-S124."
midus_doi_10_1016_j_jagp_2014_02_010,2014,Bridging the gap between common mental disorders and service use: The role of self-rated mental health among African Americans,10.1016/j.jagp.2014.02.010,"Jang, Y., Yoon, H., Chiriboga, D. A., Molinari, V., & Powers, D. A. ","Jang, Y., Yoon, H., Chiriboga, D. A., Molinari, V., & Powers, D. A. (2014). Bridging the gap between common mental disorders and service use: The role of self-rated mental health among African Americans. The American Journal of Geriatric Psychiatry, 23(7), 658-665."
midus_doi_10_1037_hea0000003,2014,Personality and risk of diabetes in adults: Pooled analysis of 5 cohort studies,10.1037/hea0000003,"Jokela, M., Elovainio, M., Nyberg, S. T., Tabak, A. G., Hintsa, T., Batty, G. D., & Kivimaki, M. ","Jokela, M., Elovainio, M., Nyberg, S. T., Tabak, A. G., Hintsa, T., Batty, G. D., & Kivimaki, M. (2014). Personality and risk of diabetes in adults: Pooled analysis of 5 cohort studies. Health Psychology. Advance online publication."
midus_doi_10_1017_S0033291714000257,2014,Personality change associated with chronic diseases: Pooled analysis of four prospective cohort studies,10.1017/S0033291714000257,"Jokela, M., Hakulinen, C., Singh-Manoux, A., & Kivimaki, M. ","Jokela, M., Hakulinen, C., Singh-Manoux, A., & Kivimaki, M. (2014). Personality change associated with chronic diseases: Pooled analysis of four prospective cohort studies. Psychological Medicine, 44(12), 2629-2640."
midus_doi_10_1007_s12529_012_9249_y,2014,Psychological resources as mediators of the association between social class and health: Comparative findings from Japan and the U,10.1007/s12529-012-9249-y,"Kan, C., Kawakami, N., Karasawa, M., Love, G. D., Coe, C. L., Miyamoto, Y., Ryff, C. D., Kitayama, S., Curhan, K. B., & Markus, H. R. ","Kan, C., Kawakami, N., Karasawa, M., Love, G. D., Coe, C. L., Miyamoto, Y., Ryff, C. D., Kitayama, S., Curhan, K. B., & Markus, H. R. (2014). Psychological resources as mediators of the association between social class and health: Comparative findings from Japan and the U.S. International Journal of Behavioral Medicine, 21(1), 53-65."
midus_doi_10_1177_2050312113520152,2014,Filial caregiving is associated with greater neuroendocrine dysfunction: Evidence from the 2005 national Survey of Midlife in the US,10.1177/2050312113520152,"Kang, S., & Marks, N. F. ","Kang, S., & Marks, N. F. (2014). Filial caregiving is associated with greater neuroendocrine dysfunction: Evidence from the 2005 national Survey of Midlife in the US. SAGE Open Medicine, 2, Article 2050312113520152."
midus_doi_10_1108_S1530_35352014000008A006,2014,"Parental caregiving for a child with special needs, marital strain, and physical health: Evidence from National Survey of Midlife in the U",10.1108/S1530-35352014000008A006,"Kang, S., & Marks, N. F. ","Kang, S., & Marks, N. F. (2014). Parental caregiving for a child with special needs, marital strain, and physical health: Evidence from National Survey of Midlife in the U.S. 2005. In J. Higgins McCormick & S. L. Blair (Eds.), Family relationships and familial responses to health issues (pp. 183-209). Bingly, UK: Emerald Group Publishing Limited."
midus_doi_10_1016_j_neurobiolaging_2013_07_028,2014,Biological correlates of adult cognition: Midlife in the United States (MIDUS),10.1016/j.neurobiolaging.2013.07.028,"Karlamangla, A. S., Miller-Martinez, D., Lachman, M. E., Tun, P. A., Koretz, A., & Seeman, T. M. ","Karlamangla, A. S., Miller-Martinez, D., Lachman, M. E., Tun, P. A., Koretz, A., & Seeman, T. M. (2014). Biological correlates of adult cognition: Midlife in the United States (MIDUS). Neurobiology of Aging, 35(2), 387-394."
midus_doi_10_1155_2014_823853,2014,The overlap of dietary supplement and pharmaceutical use in the MIDUS national study,10.1155/2014/823853,"Kiefer, D. S., Chase, J. C., Love, G. D., & Barrett, B. P. ","Kiefer, D. S., Chase, J. C., Love, G. D., & Barrett, B. P. (2014). The overlap of dietary supplement and pharmaceutical use in the MIDUS national study. Evidence-Based Complementary and Alternative Medicine, 2014(Article ID 823853), 1-6."
midus_doi_10_1177_0730888413515691,2014,Not ideal: The association between working anything but full time and perceived unfair treatment,10.1177/0730888413515691,"Kmec, J. A., O'Connor, L. T., & Schieman, S. ","Kmec, J. A., O'Connor, L. T., & Schieman, S. (2014). Not ideal: The association between working anything but full time and perceived unfair treatment. Work & Occupations, 41(1), 63-85."
midus_doi_10_1177_1073191113508807,2014,Monitoring cognitive functioning: Psychometric properties of the Brief Test of Adult Cognition by Telephone,10.1177/1073191113508807,"Lachman, M. E., Agrigoroaei, S., Tun, P. A., & Weaver, S. L. ","Lachman, M. E., Agrigoroaei, S., Tun, P. A., & Weaver, S. L. (2014). Monitoring cognitive functioning: Psychometric properties of the Brief Test of Adult Cognition by Telephone. Assessment, 1(4), 404-417."
midus_doi_10_1177_0165025414533223,2014,Midlife as a pivotal period in the life course: Balancing growth and decline at the crossroads of youth and old age,10.1177/0165025414533223,"Lachman, M. E., Teshale, S., & Agrigoroaei, S. ","Lachman, M. E., Teshale, S., & Agrigoroaei, S. (2014). Midlife as a pivotal period in the life course: Balancing growth and decline at the crossroads of youth and old age. International Journal of Behavioral Development, 39(1), 20-31."
midus_doi_10_1111_psyp_12203,2014,Prolonged marital stress is associated with reduced maintenance of the response to positive stimuli,10.1111/psyp.12203,"Lapate, R. C., van Reekum, C. M., Schaefer, S. M., Greischar, L. L., Norris, C. J., Bachhuber, D. R., Ryff, C. D., & Davidson, R. J. ","Lapate, R. C., van Reekum, C. M., Schaefer, S. M., Greischar, L. L., Norris, C. J., Bachhuber, D. R., Ryff, C. D., & Davidson, R. J. (2014). Prolonged marital stress is associated with reduced maintenance of the response to positive stimuli. Psychophysiology, 51(6), 499-509."
midus_doi_10_1016_j_socscimed_2014_01_017,2014,Childhood trauma and metabolic syndrome in men and women,10.1016/j.socscimed.2014.01.017,"Lee, C., Tsenkova, V., & Carr, D. ","Lee, C., Tsenkova, V., & Carr, D. (2014). Childhood trauma and metabolic syndrome in men and women. Social Science & Medicine, 105, 122-130."
midus_doi_10_1111_sjop_12107,2014,"The relationship between memory complaints, activity and perceived health status",10.1111/sjop.12107,"Lee, P. L. ","Lee, P. L. (2014). The relationship between memory complaints, activity and perceived health status. Scandinavian Journal of Psychology, 55(2), 136-141."
midus_doi_10_1177_0091415015574190,2014,Cognitive function in midlife and beyond: Physical and cognitive activity related to episodic memory and executive functions,10.1177/0091415015574190,"Lee, P.-L. ","Lee, P.-L. (2014). Cognitive function in midlife and beyond: Physical and cognitive activity related to episodic memory and executive functions. International Journal of Aging & Human Development, 79(4), 263-278."
midus_doi_10_1111_jopy_12055,2014,Common heritable effects underpin concerns over norm maintenance and in-group favoritism: Evidence from genetic analyses of right-wing authoritarianism and traditionalism,10.1111/jopy.12055,"Lewis, G. J., & Bates, T. C. ","Lewis, G. J., & Bates, T. C. (2014). Common heritable effects underpin concerns over norm maintenance and in-group favoritism: Evidence from genetic analyses of right-wing authoritarianism and traditionalism. Journal of Personality, 82(4), 297-309."
