paper_id,publication_id,title,pub_year,doi,author_source,author_list,n_authors
edshare_doi_10_1177_23328584231186618,publication-GDUUD5WP,Career and Technical Education at Community Colleges: A Review of the Literature,2023,10.1177/23328584231186618,listing,Soliz A,1
edshare_doi_10_1207_s15327671espr0202_5,publication-3PHSZQGA,"Convergence and Divergence in the Process of Academic Development for Black, White, and Hispanic High School Students",1997,10.1207/s15327671espr0202_5,listing,Madhere S,1
edshare_doi_10_1257_jep_23_4_95,publication-YA6GTKVG,The Changing Selectivity of American Colleges,2009,10.1257/jep.23.4.95,listing,Hoxby CM,1
edshare_doi_10_1353_aad_2012_0863,publication-JC9MUZD9,Mainstreamed Hearing-Impaired High School Seniors: A Re-Analysis of a National Survey,1984,10.1353/aad.2012.0863,listing,Gregory JF,1
edshare_doi_10_1353_rhe_1977_0008,publication-FG2NQLDV,The National Longitudinal Study (NLS) of the High School Class of 1972 Data Base: Implications for Use in Doctoral Training Programs in Higher Education,1978,10.1353/rhe.1977.0008,listing,Morrison JL,1
edshare_doi_10_1353_rhe_1992_0016,publication-X662NPRU,"Single- and Mixed-Gender Colleges for Women: Educational, Attitudinal, and Occupational Outcomes",1992,10.1353/rhe.1992.0016,listing,Riordan C,1
edshare_doi_10_1353_rhe_1992_0022,publication-66LGQQPU,The Economic Returns to Baccalaureate Degrees: New Evidence from the Class of 1972,1992,10.1353/rhe.1992.0022,listing,Grubb WN,1
edshare_doi_10_1353_rhe_1995_0011,publication-HG3Z6BKW,The Economic Returns to Baccalaureate Degrees - Corrections,1995,10.1353/rhe.1995.0011,listing,Grubb WN,1
edshare_doi_10_1525_sop_2003_46_2_257,publication-49URFLJX,The Effect of Single-Sex Secondary Schooling on Women's Choice of College Major,2003,10.1525/sop.2003.46.2.257,listing,Thompson JS,1
edshare_doi_10_1525_sop_2012_56_1_49,publication-6MRV7R4G,"Cohort Changes in the Relationship between Adolescents' Family Attitudes, STEM Intentions and Attainment",2013,10.1525/sop.2012.56.1.49,listing,Burge SW,1
edshare_doi_10_1615_jwomenminorscieneng_v1_i4_40,publication-AR24TBR9,How Mathematics Courses Taken in High School and College Affect Future Salaries of Students - A Compariation by Race and Gender,1994,10.1615/jwomenminorscieneng.v1.i4.40,listing,Yarnevich M,1
edshare_doi_10_17763_haer_55_2_b3q411p04222l175,publication-MC46QWIH,Does the SAT Help Colleges Make Better Selection Decisions?,1985,10.17763/haer.55.2.b3q411p04222l175,listing,Crouse J,1
edshare_doi_10_17763_haer_61_3_k764030285230560,publication-ZGJD95E5,The Community College at the Crossroads: The Need for Structural Reform,2011,10.17763/haer.61.3.k764030285230560,listing,Dougherty K,1
edshare_doi_10_2202_1935_1682_1830,publication-YGYPIK7Y,Affirmative Action at Nearby Colleges: Temporal and Regional Changes,2010,10.2202/1935-1682.1830,listing,Long MC,1
edshare_doi_10_2307_1061239,publication-FI3H4MJG,Accounting for Race and Gender Differences in College Wage Premium Changes,1997,10.2307/1061239,listing,Eide ER,1
edshare_doi_10_2307_1163031,publication-VM8YJAA8,Sex Differences in the Development of Verbal and Mathematics Constructs: The High School and Beyond Study,1989,10.2307/1163031,listing,Marsh HW,1
edshare_doi_10_2307_1165105,publication-95RBHFSK,"A Multilevel, Multivariate Model for Studying School Climate with Estimation via the EM Algorithm and Application to U.S. High-School Data",1991,10.2307/1165105,listing,Raudenbush SW,1
edshare_doi_10_2307_1174830,publication-S553FSQT,Educational Defectors: A First Look at Teacher Attrition in the NLS-72,1988,10.2307/1174830,listing,Heyns B,1
edshare_doi_10_2307_1243938,publication-VWWIENDN,Catholic High Schools and Rural Academic Achievement,1997,10.2307/1243938,listing,Sander W,1
edshare_doi_10_2307_1317900,publication-3R4NFSC8,Teaching the Idea of Contextual Effects,1991,10.2307/1317900,listing,Carter GL,1
edshare_doi_10_2307_1389065,publication-7WZSUP4B,"The Education of White, Chinese, Filipino, and Japanese Students: A Look at 'High School and Beyond'",1990,10.2307/1389065,listing,Wong MG,1
edshare_doi_10_2307_1392376,publication-9PMRMS39,Democratization or Diversion? The Effect of Community Colleges on Educational Attainment,1995,10.2307/1392376,listing,Rouse CE,1
edshare_doi_10_2307_146029,publication-IFW2MWJG,The Effects of High School Curriculum on Education and Labor Market Outcomes,1995,10.2307/146029,listing,Altonji JG,1
edshare_doi_10_2307_146156,publication-F5SBS3CI,"Effects of Training, Occupation, and Training-Occupation Match on Wage",1993,10.2307/146156,listing,Hotchkiss L,1
edshare_doi_10_2307_146159,publication-W93SZVSK,Selection Bias and the Degree Effect,1993,10.2307/146159,listing,Frazis H,1
edshare_doi_10_2307_146198,publication-8UAJPVEC,The Varied Economic Returns to Postsecondary Education: New Evidence from the Class of 1972: Response to Comment,1995,10.2307/146198,listing,Grubb WN,1
edshare_doi_10_2307_146208,publication-SDA4L46Y,The Varied Economic Returns to Postsecondary Education: New Evidence from the Class of 1972,1993,10.2307/146208,listing,Grubb WN,1
edshare_doi_10_2307_146234,publication-2PD8EHLI,Black/White Differences in Schooling and Employment,1995,10.2307/146234,listing,Rivkin SG,1
edshare_doi_10_2307_146264,publication-496R2J9W,Catholic Grade Schools and Academic Achievement,1996,10.2307/146264,listing,Sander W,1
edshare_doi_10_2307_146328,publication-Z5KLXBUX,"School Desegregation, Academic Attainment, and Earnings",2000,10.2307/146328,listing,Rivkin SG,1
edshare_doi_10_2307_146425,publication-7Z56GKX2,Local Violence and Educational Attainment,1997,10.2307/146425,listing,Grogger JT,1
edshare_doi_10_2307_146427,publication-ASLXGGX2,Racial Differences in Marriage and the Role of Marriage Markets,1997,10.2307/146427,listing,Brien MJ,1
edshare_doi_10_2307_1602359,publication-6GSLNMYU,Outcomes for Youths with Serious Emotional Disturbance in Secondary School and Early Adulthood,1995,10.2307/1602359,listing,Wagner MM,1
edshare_doi_10_2307_1937898,publication-J5UQJLMQ,A Model of Educational Investment Decisions,1987,10.2307/1937898,listing,Catsiapis G,1
edshare_doi_10_2307_1973085,publication-4L8VAE5M,Catholicism and Fertility: On Attitudes of Young Americans,1984,10.2307/1973085,listing,Blake J,1
edshare_doi_10_2307_1981887,publication-C9NGUSBL,Changing Patterns in Student Financing of Higher Education,1984,10.2307/1981887,listing,Leslie LL,1
edshare_doi_10_2307_1982145,publication-9CJRQXWC,The Decline of Community College Transfer Rates: Evidence from National Longitudinal Surveys,1991,10.2307/1982145,listing,Grubb WN,1
edshare_doi_10_2307_1982159,publication-BV5GAHA7,Community Colleges and Baccalaureate Attainment,1992,10.2307/1982159,listing,Dougherty KJ,1
edshare_doi_10_2307_2061419,publication-QWS8M4FI,"The Young Adult Years: Diversity, Structural Change, and Fertility",1991,10.2307/2061419,listing,Rindfuss RR,1
edshare_doi_10_2307_2095300,publication-U58H5MY9,"Family Background, Educational Resources, and Educational Attainment",1987,10.2307/2095300,listing,Teachman JD,1
edshare_doi_10_2307_2095779,publication-7A9WSDFJ,The Organizational Context of Tracking in Schools,1991,10.2307/2095779,listing,Kilgore SB,1
edshare_doi_10_2307_2096125,publication-8E6GV3V5,The Variable Effects of High School Tracking,1992,10.2307/2096125,listing,Gamoran A,1
edshare_doi_10_2307_2096405,publication-2EATKMBL,Do Private Schools Force Public Schools to Compete?,1996,10.2307/2096405,listing,Arum R,1
edshare_doi_10_2307_2109950,publication-CUKNY5WX,School Expenditures and Post-Schooling Earnings: Evidence from High School and Beyond,1996,10.2307/2109950,listing,Grogger JT,1
edshare_doi_10_2307_2112252,publication-CMGH52MN,How Much Do High School Students Learn?,1985,10.2307/2112252,listing,Jencks C,1
edshare_doi_10_2307_2112271,publication-F6XFEVTU,The Stratification of High School Learning Opportunities,1987,10.2307/2112271,listing,Gamoran A,1
edshare_doi_10_2307_2112419,publication-Z8CX5F2A,Finishing College: The Effects of College Type,1985,10.2307/2112419,listing,Velez W,1
edshare_doi_10_2307_2112490,publication-EJK6H7VN,Track Misperceptions and Frustrated College Plans: An Analysis of the Effects of Tracks and Track Perceptions in the National Longitudinal Survey,1980,10.2307/2112490,listing,Rosenbaum JE,1
edshare_doi_10_2307_2112508,publication-8AVHTU7F,Post-High School Experiences and College Attrition,1981,10.2307/2112508,listing,Anderson KL,1
edshare_doi_10_2307_2112547,publication-KZ4T4RNE,"Statistical Evidence, Selectivity Effects and Program Placement: Response to Alexander and Pallas",1983,10.2307/2112547,listing,Kilgore SB,1
edshare_doi_10_2307_2112625,publication-GBMUREW4,The Impact of Colleges and the Involvement of Male and Female Students,1988,10.2307/2112625,listing,Anderson KL,1
edshare_doi_10_2307_2112685,publication-LYV6ZWPZ,Sibling Resemblance and Symmetry in Intellectual Skill,1995,10.2307/2112685,listing,Teachman JD,1
edshare_doi_10_2307_2112717,publication-GJRYKMED,Trends in Black-White Differences in Educational Expectations: 1980-92,1996,10.2307/2112717,listing,Morgan SL,1
edshare_doi_10_2307_2112722,publication-L3HJ7FT9,Intellectual Skill and Academic Performance: Do Families Bias the Relationship?,1996,10.2307/2112722,listing,Teachman JD,1
edshare_doi_10_2307_2112734,publication-UTDA2MEG,Political Pressure and Decentralization in Institutional Organizations: The Case of School Districts,1993,10.2307/2112734,listing,Hannaway J,1
edshare_doi_10_2307_2112764,publication-7J9CNJN2,Extracurricular Activities and High School Dropouts,1995,10.2307/2112764,listing,McNeal Jr RB,1
edshare_doi_10_2307_2112789,publication-ZF23BB7L,Lost Talent: Unrealized Educational Aspirations and Expectations among U.S. Youths,1994,10.2307/2112789,listing,Hanson SL,1
edshare_doi_10_2307_2112844,publication-BWEZMYWJ,High School Attrition among Hispanic and Non-Hispanic White Youths,1989,10.2307/2112844,listing,Velez W,1
edshare_doi_10_2307_2112849,publication-PBSYDN69,Academic and Nonacademic Influences on the College Destinations of 1980 High School Graduates,1991,10.2307/2112849,listing,Hearn JC,1
edshare_doi_10_2307_2112850,publication-HR3LKTIU,Employment during High School: Character Building or a Subversion of Academic Goals?,1991,10.2307/2112850,listing,Marsh HW,1
edshare_doi_10_2307_2112857,publication-RQCZ37PP,Cumulative Disadvantage Among the Highly Ambitious,1990,10.2307/2112857,listing,McClelland K,1
edshare_doi_10_2307_2118494,publication-3E4RWDKX,"How Computers Have Changed the Wage Structure: Evidence from Microdata, 1984-1989",1993,10.2307/2118494,listing,Krueger AB,1
edshare_doi_10_2307_2295595,publication-42MYSSQN,The Persistence of Plans for Professional Careers Among Blacks in Early Adulthood,1989,10.2307/2295595,listing,Dawkins MP,1
edshare_doi_10_2307_2522238,publication-95SKWETN,Sex Differences in College Major,1978,10.2307/2522238,listing,Polachek SW,1
edshare_doi_10_2307_2524779,publication-B5Z5YYJY,Do Female Faculty Influence Female Students' Educational and Labor Market Attainments?,1995,10.2307/2524779,listing,Rothstein DS,1
edshare_doi_10_2307_2525263,publication-UP3WBUJF,The Gender-Earnings Gap among College-Educated Workers,1997,10.2307/2525263,listing,Loury LD,1
edshare_doi_10_2307_2577941,publication-Q8AQ4MAL,"Youth, Voluntary Associations and Political Socialization",1981,10.2307/2577941,listing,Hanks M,1
edshare_doi_10_2307_2580411,publication-H82IC6VI,Selective Attrition in a Newly Hostile Regime: The Case of 1980 Sophomores,1996,10.2307/2580411,listing,Lucas SR,1
edshare_doi_10_2307_2649134,publication-34P5CDGH,"Segregated by Subject: Racial Differences in the Factors Influencing Academic Major Between European Americans, Asian Americans, and African, Hispanic, and Native Americans",2001,10.2307/2649134,listing,Simpson JC,1
edshare_doi_10_2307_2668196,publication-HQF88AL3,"Cultural Diversity, Pedagogy, and Assessment Strategies",1998,10.2307/2668196,listing,Madhere S,1
edshare_doi_10_2307_2673167,publication-2PMZ4MG9,"Race, Class, and Tournament Track Mobility",2001,10.2307/2673167,listing,Lucas SRGAD,1
edshare_doi_10_2307_2673209,publication-C5ZXNCCQ,Are Students Being Pulled Out of High School? The Effect of Adolescent Employment on Dropping Out,1997,10.2307/2673209,listing,McNeal Jr RB,1
edshare_doi_10_2307_2673228,publication-9DJG3BST,Pathways into Work: Short- and Long-term Effects of Personal and Institutional Ties,1999,10.2307/2673228,listing,Rosenbaum JEDSSRRK,1
edshare_doi_10_2307_2673245,publication-G2PHVK69,Invested Dollars or Diverted Dreams: The Effect of Resources on Vocational Students' Educational Outcomes,1998,10.2307/2673245,listing,Arum R,1
edshare_doi_10_2307_270934,publication-WH46G2U3,Correcting Measures of Relationship between Aggregate-Level Variables,1991,10.2307/270934,listing,O'Brien RM,1
edshare_doi_10_2307_2943857,publication-XP385BNM,"The Value of Attending a Women's College: Education, Occupation, and Income Benefits",1994,10.2307/2943857,listing,Riordan C,1
edshare_doi_10_2307_2967164,publication-DGRUH2ZT,Outcomes of School Desegregation: Findings from Longitudinal Research,1997,10.2307/2967164,listing,Trent WT,1
edshare_doi_10_2307_2967212,publication-7WB97D6H,Beyond the Bell Curve: Toward a Model of Talent and Character Development,1995,10.2307/2967212,listing,Madhere S,1
edshare_doi_10_2307_3005967,publication-UIY7JFQ4,The Price of Partnering: The Role of Economic Well-Being in Young Adults' First Union Experiences,1999,10.2307/3005967,listing,Clarkberg M,1
edshare_doi_10_2307_3069608,publication-JAMHX6IH,An Analysis of Occupational Change and Departure from the Labor Force: Evidence of the Reasons that Teachers Leave,2002,10.2307/3069608,listing,Stinebrickner TR,1
edshare_doi_10_2307_3090252,publication-T9CWJRKX,"Are All ""Adolescent Econometricians"" Created Equal? Racial, Class, and Gender Differences in College Enrollment",2002,10.2307/3090252,listing,Beattie IR,1
edshare_doi_10_2307_3090265,publication-4TL9L3ZY,Changes in Access to Higher Education in the United States: 1980-1992,2002,10.2307/3090265,listing,Karen D,1
edshare_doi_10_2307_3096977,publication-9VY294MU,Effects of African American Family Structure on School Attitudes and Performance,1996,10.2307/3096977,listing,Heiss J,1
edshare_doi_10_2307_352749,publication-76CVZ789,Who Pays? Receipt of Child Support in the United States,1991,10.2307/352749,listing,Teachman JD,1
edshare_doi_10_2307_352934,publication-R4LELNQI,Socioeconomic Resources of Parents and Award of Child Support in the United States: Some Exploratory Models,1990,10.2307/352934,listing,Teachman JD,1
edshare_doi_10_2307_353476,publication-TVMM2J9D,"Gender of Siblings, Cognitive Achievement, and Academic Performance: Familial and Nonfamilial Influences on Children",1997,10.2307/353476,listing,Teachman JD,1
edshare_doi_10_2307_3700892,publication-KV3MQ47I,Impact of Student Financial Aid on Access,1983,10.2307/3700892,listing,Hansen WL,1
edshare_doi_10_2307_3711948,publication-KWPVXK49,Religion as Context: Hellfire and Delinquency One More Time,1996,10.2307/3711948,listing,Stark R,1
edshare_doi_10_2307_749055,publication-HWP8LI46,"The Influence on Mathematics Test Scores, by Ethnicity and Sex, of Prior Achievement and High School Mathematics Courses",1987,10.2307/749055,listing,Jones LV,1
edshare_doi_10_2307_800604,publication-CWT263S6,Contributions to Children by Divorced Fathers,1991,10.2307/800604,listing,Teachman JD,1
edshare_doi_10_3102_00028312018002133,publication-XQV8LLJM,Dropouts from Higher Education: Path Analysis of a National Sample,1981,10.3102/00028312018002133,listing,Munro BH,1
edshare_doi_10_3102_00028312022004501,publication-CA62PJ6H,Postsecondary Educational Attainment Among Whites and Blacks,1985,10.3102/00028312022004501,listing,Wolfle LM,1
edshare_doi_10_3102_00028312028002445,publication-L8DNZBYJ,Failure of High-Ability High Schools to Deliver Academic Benefits Commensurate with Their Students' Ability Levels,1991,10.3102/00028312028002445,listing,Marsh HW,1
edshare_doi_10_3102_0002831210365009,publication-UZLM569E,"Tripartite Growth Trajectories of Reading and Math Achievement:Tracking National Academic Progress at Primary, Middle, and High School Levels",2010,10.3102/0002831210365009,listing,Lee J,1
edshare_doi_10_3102_0013189x006001015,publication-7B2Y448C,Brief Notes: Trends in the Entry to Higher Education: 1961–1972,1977,10.3102/0013189x006001015,listing,Peng SS,1
edshare_doi_10_3102_0013189x010007018,publication-PFEWDG3N,Response to Page and Keith,1981,10.3102/0013189x010007018,listing,Coleman JS,1
edshare_doi_10_3102_0013189x016004005,publication-5H4HIN2H,Enduring Cognitive Effects of Public and Private Schools,1987,10.3102/0013189x016004005,listing,Wolfle LM,1
edshare_doi_10_3102_01623737004001057,publication-EEB676BI,"The Effect of High School Size on Student Participation, Satisfaction, and Attendance",1982,10.3102/01623737004001057,listing,Lindsay P,1
edshare_doi_10_3102_01623737006001073,publication-CC4D9FS9,"High School Size, Participation in Activities, and Young Adult Social Participation: Some Enduring Effects of Schooling",1984,10.3102/01623737006001073,listing,Lindsay P,1
edshare_doi_10_3102_01623737010002171,publication-MD2Y9SSR,Determinants of Postsecondary Education Attendance: Some Implications of Alternative Specifications of Enrollment,1988,10.3102/01623737010002171,listing,Hearn JC,1
edshare_doi_10_3102_01623737013003212,publication-6ZMG2KN5,The Effect of Undergraduate Student Loans on the Decision to Pursue Postbaccalaureate Study,1991,10.3102/01623737013003212,listing,Weiler WC,1
edshare_doi_10_3102_01623737014002145,publication-VYYVPGGL,High School Size and Student Indiscipline: Another Aspect of the School Consolidation Issue?,1992,10.3102/01623737014002145,listing,Haller EJ,1
edshare_doi_10_3102_01623737015001017,publication-2EWVMJAD,The Long-Run Effects of Proprietary Schools on Wages and Earnings: Implications for Federal Policy,1993,10.3102/01623737015001017,listing,Grubb WN,1
edshare_doi_10_3102_01623737016003351,publication-XID6VFTA,The Long-run Effects of Proprietary Schools: Corrections,1994,10.3102/01623737016003351,listing,Grubb WN,1
edshare_doi_10_3102_01623737018002141,publication-IFBV8S5D,Does an Extra Year Make Any Difference? The Impact of Early Access to Algebra on Long-Term Gains in Mathematics Achievement,1996,10.3102/01623737018002141,listing,Smith JB,1
edshare_doi_10_3102_01623737020004299,publication-65CCA5WA,Shortcut: High School Grades as a Signal of Human Capital,1998,10.3102/01623737020004299,listing,Miller SR,1
edshare_doi_10_3102_10769986211017480,publication-6U24FN7J,Analyzing Cross-Sectionally Clustered Data Using Generalized Estimating Equations,2022,10.3102/10769986211017480,listing,Huang FL,1
edshare_doi_10_3316_ielapa_311207293167622,publication-Q8SXBYLZ,Young Mothers and Part-time Employment,1998,10.3316/ielapa.311207293167622,listing,VandenHeuvel A,1
edshare_doi_10_3368_jhr_43_4_884,publication-EJKYDTEQ,The Gender Wage Gap among Young Adults in the United States The Importance of Money versus People,2008,10.3368/jhr.43.4.884,listing,Fortin NM,1
edshare_doi_10_3982_qe326,publication-XPFBS6XC,Stepping Stone and Option Value in a Model of Postsecondary Education,2015,10.3982/qe326,listing,Trachter N,1
edshare_doi_10_7758_rsf_2016_2_4_06,publication-ENQL2MSN,Gender Differences in the Early Career Outcomes of College Graduates: The Influence of Sex-Type of Degree Field across Four Cohorts,2016,10.7758/rsf.2016.2.4.06,listing,Shauman KA,1
edshare_publication-24C5SUJM,publication-24C5SUJM,Job Training in the Schools,1982,NA,listing,Meyer RH,1
edshare_publication-2B8PY99T,publication-2B8PY99T,Trends in the Relationship between Socioeconomic Status and Academic Achievement,2006,NA,listing,Dills AK,1
edshare_publication-2F5B7IG2,publication-2F5B7IG2,User's Manual for Teacher Comment File,1982,NA,listing,National Center for Education Statistics,1
edshare_publication-2MK5JRXQ,publication-2MK5JRXQ,Characteristics Associated With Effective Public High Schools,1987,NA,listing,Harnisch DL,1
edshare_publication-2Q9II36Y,publication-2Q9II36Y,High School Vocational Training (NCES 87-322C),1987,NA,listing,Campbell PB,1
edshare_publication-2ZZCNWNN,publication-2ZZCNWNN,"High School and Beyond, 1980: A Longitudinal Survey of Students in the United States. Vol. I",2000,NA,listing,Inter-university Consortium for Political and Social Research,1
edshare_publication-3ZBRI7ZY,publication-3ZBRI7ZY,Apprenticeship-Trained Workers: United States and Great Britain,1994,NA,listing,Gitter RJ,1
edshare_publication-46IBRFEZ,publication-46IBRFEZ,Changes in Postsecondary Educational Choices: 1972 to 1980. Contractor Report (CS-87-419c),1987,NA,listing,Wagenaar TC,1
edshare_publication-4FHLBQHW,publication-4FHLBQHW,Measuring Marketing Education's Impact on the Acquisition of Educational Credentials: A Comparative Analysis,1985,NA,listing,Stone JR,1
edshare_publication-4TUXMFZZ,publication-4TUXMFZZ,"Academic Ability, Earnings, and the Decision to Become a Teacher: Evidence from the National Longitudinal Study of the High School Class of 1972",1987,NA,listing,Manski CF,1
edshare_publication-4YKJNG4C,publication-4YKJNG4C,"College Persistence and Degree Attainment for 1980 High School Graduates: Hazards for Transfers, Stopouts, and Part-Timers",1989,NA,listing,Carroll CD,1
edshare_publication-4YW39K5M,publication-4YW39K5M,Explaining Satisfaction with Work Skill Development: An Application of the Institutionalist Thesis,1995,NA,listing,Delucchi M,1
edshare_publication-62N5N4U8,publication-62N5N4U8,Grade Inflation and the Signaling Value of Grades,2012,NA,listing,Pattison E,1
edshare_publication-6374T3MA,publication-6374T3MA,Schooling. Chapter 4.,2015,NA,listing,Putnam R,1
edshare_publication-67XHAQWT,publication-67XHAQWT,"High School and Beyond, A National Longitudinal Study for the 1980's: Two Years after High School: A Capsule Description of 1980 Senior",1984,NA,listing,National Center for Education Statistics,1
edshare_publication-6CER3B7X,publication-6CER3B7X,"Trends in Postsecondary Credit Production, 1972 and 1980 High School Graduates",1990,NA,listing,Knepper P,1
edshare_publication-6NAXQWDF,publication-6NAXQWDF,Reassessing the Two-Year Sector’s Role in the Amelioration of a Persistent Socioeconomic Gap: A Proposed Analytical Framework for the Study of Community College Effects in the Big and Geocoded Data and Quasi-Experimental Era,2018,NA,listing,González Canché MS,1
edshare_publication-6RD8PZHK,publication-6RD8PZHK,The Economic Effects of Vocational Education,1980,NA,listing,Conroy WGJ,1
edshare_publication-6Z2DNERP,publication-6Z2DNERP,The Narrowing of Black-White Wage Differentials in Illusory,1979,NA,listing,Lazear E,1
edshare_publication-7P7AIEWQ,publication-7P7AIEWQ,The Landscape: Climbing the Ladder of Success: Post-High School Performance in the Labor Market,1995,NA,listing,Institute for Research on HIgher Education,1
edshare_publication-7QFR5RLA,publication-7QFR5RLA,Who Applied for Student Financial Aid?,1983,NA,listing,Carroll CD,1
edshare_publication-7SBWVUG3,publication-7SBWVUG3,Measuring Enrollment and Participation in Secondary Vocational Education with High School Transcript Records,1994,NA,listing,Tuma J,1
edshare_publication-8GUYCKQZ,publication-8GUYCKQZ,Structural Validity of an Academic Self-concept Scale: An Illustrative Case Study of Large-scale Archival Data Set Use,1993,NA,listing,Strein W,1
edshare_publication-8HUPKDP5,publication-8HUPKDP5,Secondary Analysis in Entrepreneurship: An Introduction to,1992,NA,listing,Katz JA,1
edshare_publication-8S9B2G8V,publication-8S9B2G8V,Economic Determinants of Family Structure: An Examination of Black and White Differences,1991,NA,listing,Brien MJ,1
edshare_publication-8VKNKNT2,publication-8VKNKNT2,How to Situate High School Student Part-Time Work Trends: An [Incomplete] Empirical Glance,2024,NA,listing,Heise M,1
edshare_publication-99SBPPN4,publication-99SBPPN4,Factors Associated with Edit Failure. Contractor Report. (NCES-32-213),1981,NA,listing,Wisenbaker JM,1
edshare_publication-9GQ6QTVZ,publication-9GQ6QTVZ,Analysis of the Postsecondary Educational Attainment of Agricultural Education Graduates of the High School Class of 1972,1985,NA,listing,Gordon HRD,1
edshare_publication-9RKGBQZC,publication-9RKGBQZC,In Transition: Post-High School Experiences of American Youth,1979,NA,listing,Nolfi GJ,1
edshare_publication-9YRUSWT8,publication-9YRUSWT8,Gonna Get Married: Family Formation in Rural Areas,1991,NA,listing,O'Hare WP,1
edshare_publication-AJ4AGIQU,publication-AJ4AGIQU,National Longitudinal Studies and Data Sets,1980,NA,listing,Woods EM,1
edshare_publication-AJ9FCZXP,publication-AJ9FCZXP,"Students Who Competed in College Sports Fare Better in Job Market than Those Who Didn't, Report Says",1990,NA,listing,Lederman D,1
edshare_publication-AS4UEZYT,publication-AS4UEZYT,National Longitudinal Study of the High School Class of 1972: A Capsule Description of First Followup Survey Data. NCES 76-216,1976,NA,listing,National Center for Education Statistics,1
edshare_publication-AUURMSQY,publication-AUURMSQY,Effectiveness of High School Job Training: Assessment of Class of 1972 One and One-Half Years After Graduation,1975,NA,listing,National Center for Education Statistics,1
edshare_publication-AVYEBQPW,publication-AVYEBQPW,Longitudinal Data Bases and Additional Sources,1979,NA,listing,Henson JW,1
edshare_publication-AXH46K6Y,publication-AXH46K6Y,"Local Violence, Educational Attainment, and Teacher Pay",1997,NA,listing,Grogger J,1
edshare_publication-AYSPBQUI,publication-AYSPBQUI,Using National Data Bases in Educational Research,1992,NA,listing,Hilton TL,1
edshare_publication-BCKM77C9,publication-BCKM77C9,"Academic Ability, Earnings, and the Decision to Become a Teacher: Evidence from the National Longitudinal Study of the High School Class of 1972: Comment",1987,NA,listing,Leonard HB,1
edshare_publication-BVEKZLCY,publication-BVEKZLCY,National Longitudinal Study of the High School Class of 1972. Parent's Questionnaire,1973,NA,listing,Service ET,1
edshare_publication-BXBK9Y6R,publication-BXBK9Y6R,Family Size and Achievement,1989,NA,listing,Blake J,1
edshare_publication-C3EDRQWM,publication-C3EDRQWM,Dropouts and Late Completers,1995,NA,listing,National Center for Education Statistics,1
edshare_publication-D8NM59PN,publication-D8NM59PN,Youth Employment During High School. An Analysis of High School and Beyond: A National Longitudinal Study for the 1980's (NCES 81-249),1981,NA,listing,Lewin-Epstein N,1
edshare_publication-DVZJX9IP,publication-DVZJX9IP,The Way We Are: The American Community College as Thermometer,1992,NA,listing,Adelman C,1
edshare_publication-E5X7H3LB,publication-E5X7H3LB,"Family Roles, Occupational Statuses, and Achievement Orientations among Black Women in the US",1979,NA,listing,Allen WR,1
edshare_publication-EB84UCKH,publication-EB84UCKH,"High School and Beyond: Information for Users Base Year (1980) Data, Report to National Center for Education Statistics under Contract No. 300-78-0208",1980,NA,listing,National Opinion Research Center,1
edshare_publication-EBDYAKEG,publication-EBDYAKEG,National Longitudinal Study of the High School Class of 1972. Student Questionnaire,1972,NA,listing,Service ET,1
edshare_publication-EBEJ8NU7,publication-EBEJ8NU7,Women at Thirtysomething: Paradoxes of Attainment,1991,NA,listing,Adelman C,1
edshare_publication-EN2ZG58V,publication-EN2ZG58V,Sustaining a Nonrepresentative Democracy: How Education Shapes Long-term Voting Patterns,2019,NA,listing,Carroll JM,1
edshare_publication-EQMVKLVK,publication-EQMVKLVK,Occupational Aspirations and Intended Field of Study in College (NCES-84-217),1984,NA,listing,Wagenaar TC,1
edshare_publication-EQU7VR7J,publication-EQU7VR7J,Family and Schooling Effects on Educational Attainment: Great Britain and the United States Compared,1999,NA,listing,Powell MA,1
edshare_publication-ESUNXMZX,publication-ESUNXMZX,Credit Production and Progress Toward the Bachelor's Degree: An Analysis of Postsecondary Transcripts for Beginning Students at 4-Year Institutions (NCES 1999-179),1999,NA,listing,McCormick AC,1
edshare_publication-FC8KZJMB,publication-FC8KZJMB,Education and Civic Engagement,2020,NA,listing,Dee TS,1
edshare_publication-FMKEIIC4,publication-FMKEIIC4,"Conferences, Critiques and References on the Subject of ""Public and Private Schools"": The Coleman Report (NCES 82-220)",1982,NA,listing,National Center for Education Statistics,1
edshare_publication-FRYXSN8S,publication-FRYXSN8S,Programs and Plans of the National Center for Education Statistics. (NCES-2004-027),2003,NA,listing,Sonnenberg W,1
edshare_publication-G3HU8D5J,publication-G3HU8D5J,Moving into Town--and Moving On: The Community College in the Lives of Traditional-Age Students,2005,NA,listing,Adelman C,1
edshare_publication-G63Y3UNU,publication-G63Y3UNU,Postsecondary Educational Experiences of High School Graduates,1991,NA,listing,Apling RN,1
edshare_publication-GPXXCRCG,publication-GPXXCRCG,Taking the Long View: Longitudinal Surveys and the Construction of Educational Inequality in America,2018,NA,listing,Hutt E,1
edshare_publication-GZ4AAXKQ,publication-GZ4AAXKQ,National Longitudinal Study of the High School Class of 1972. Student's School Record Information,1972,NA,listing,Service ET,1
edshare_publication-H2R66SM7,publication-H2R66SM7,A Classification of Secondary School Courses,1992,NA,listing,Incorporated ET,1
