paper_id,pmid,title,authors,pub_year,published,journal,doi,external_url,source_page
abcd_34555056,34555056,Recalibrating expectations about effect size: A multi-method survey of effect sizes in the ABCD study.,Owens MM; Potter A; Hyatt CS; Albaugh M; Thompson WK; Jernigan T; Yuan D; Hahn S; Allgaier N; Garavan H,2021,2021/09/23,PloS one,10.1371/journal.pone.0257535,,18
abcd_34552053,34552053,Prevalence and correlates of suicidal ideation and suicide attempts in preadolescent children: A US population-based study.,Lawrence HR; Burke TA; Sheehan AE; Pastro B; Levin RY; Walsh RFL; Bettis AH; Liu RT,2021,2021/09/22,Translational psychiatry,10.1038/s41398-021-01593-3,,18
abcd_34560273,34560273,Vertex-wise multivariate genome-wide association study identifies 780 unique genetic loci associated with cortical morphology.,Shadrin AA; Kaufmann T; van der Meer D; Palmer CE; Makowski C; Loughnan R; Jernigan TL; Seibert TM; Hagler DJ; Smeland OB; Motazedi E; Chu Y; Lin A; Cheng W; Hindley G; Thompson WK; Fan CC; Holland D; Westlye LT; Frei O; Andreassen OA; Dale AM,2021,2021/09/21,NeuroImage,10.1016/j.neuroimage.2021.118603,,18
abcd_34661044,34661044,"Sleep Disturbances, Obesity, and Cognitive Function in Childhood: A Mediation Analysis.",Mattey-Mora PP; Nelson EJ,2021,2021/09/15,Current developments in nutrition,10.1093/cdn/nzab119,,18
abcd_34555784,34555784,Identifying profiles of brain structure and associations with current and future psychopathology in youth.,Mattoni M; Wilson S; Olino TM,2021,2021/09/14,Developmental cognitive neuroscience,10.1016/j.dcn.2021.101013,,18
abcd_34594183,34594183,Multimodal MR Images-Based Diagnosis of Early Adolescent Attention-Deficit/Hyperactivity Disorder Using Multiple Kernel Learning.,Zhou X; Lin Q; Gui Y; Wang Z; Liu M; Lu H,2021,2021/09/14,Frontiers in neuroscience,10.3389/fnins.2021.710133,,18
abcd_37310323,37310323,General . specific vulnerabilities: polygenic risk scores and higher-order psychopathology dimensions in the Adolescent Brain Cognitive Development (ABCD) Study.,Waszczuk MA; Miao J; Docherty AR; Shabalin AA; Jonas KG; Michelini G; Kotov R,2021,2021/09/14,Psychological medicine,10.1017/S0033291721003639,,18
abcd_34496002,34496002,"Screen time and early adolescent mental health, academic, and social outcomes in 9- and 10- year old children: Utilizing the Adolescent Brain Cognitive Development ℠ (ABCD) Study.",Paulich KN; Ross JM; Lessem JM; Hewitt JK,2021,2021/09/08,PloS one,10.1371/journal.pone.0256591,,18
abcd_34496065,34496065,Genetic variation in endocannabinoid signaling is associated with differential network-level functional connectivity in youth.,Sisk LM; Rapuano KM; Conley MI; Greene AS; Horien C; Rosenberg MD; Scheinost D; Constable RT; Glatt CE; Casey BJ; Gee DG,2021,2021/09/08,Journal of neuroscience research,10.1002/jnr.24946,,18
abcd_34506917,34506917,Cortical Thickness in bilingual and monolingual children: Relationships to language use and language skill.,Vaughn KA; Nguyen MVH; Ronderos J; Hernandez AE,2021,2021/09/07,NeuroImage,10.1016/j.neuroimage.2021.118560,,18
abcd_34506929,34506929,Motivation and Cognitive Abilities as Mediators Between Polygenic Scores and Psychopathology in Children.,Pat N; Riglin L; Anney R; Wang Y; Barch DM; Thapar A; Stringaris A,2021,2021/09/07,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2021.08.019,,18
abcd_34486481,34486481,Children's Knowledge of Cannabis and Other Substances in States with Different Cannabis Use Regulations.,Ross JM; Rieselbach MM; Hewitt JK; Banich MT; Rhee SH,2021,2021/09/05,Substance use & misuse,10.1080/10826084.2021.1972316,,18
abcd_34481807,34481807,Sociodemographic Correlates of Contemporary Screen Time Use among 9- and 10-Year-Old Children.,Nagata JM; Ganson KT; Iyer P; Chu J; Baker FC; Pettee Gabriel K; Garber AK; Murray SB; Bibbins-Domingo K,2021,2021/09/02,The Journal of pediatrics,10.1016/j.jpeds.2021.08.077,,18
abcd_34481917,34481917,Smaller Hippocampal Volume Among Black and Latinx Youth Living in High-Stigma Contexts.,Hatzenbuehler ML; Weissman DG; McKetta S; Lattanner MR; Ford JV; Barch DM; McLaughlin KA,2021,2021/09/02,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2021.08.017,,18
abcd_predicting_fluid_intelligence_in_adolescence_from_structural_mri_with_deep_learn,,Predicting fluid intelligence in adolescence from structural MRI with deep learning methods,Saha S; Pagnozzi A; Bradford D; et al.,2021,2021/09/01,Intelligence,,,18
abcd_34452728,34452728,Early Adolescent Substance Use Before and During the COVID-19 Pandemic: A Longitudinal Survey in the ABCD Study Cohort.,Pelham WE; Tapert SF; Gonzalez MR; McCabe CJ; Lisdahl KM; Alzueta E; Baker FC; Breslin FJ; Dick AS; Dowling GJ; Guillaume M; Hoffman EA; Marshall AT; McCandliss BD; Sheth CS; Sowell ER; Thompson WK; Van Rinsveld AM; Wade NE; Brown SA,2021,2021/09/01,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2021.06.015,,18
abcd_34468031,34468031,The relationship between brain structure and general psychopathology in preadolescents.,Mewton L; Lees B; Squeglia LM; Forbes MK; Sunderland M; Krueger R; Koch FC; Baillie A; Slade T; Hoy N; Teesson M,2021,2021/09/01,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13513,,18
abcd_34530359,34530359,Neural response to monetary loss among youth with disruptive behavior disorders and callous-unemotional traits in the ABCD study.,Byrd AL; Hawes SW; Waller R; Delgado MR; Sutherland MT; Dick AS; Trucco EM; Riedel MC; Pacheco-Colón I; Laird AR; Gonzalez R,2021,2021/09/01,NeuroImage. Clinical,10.1016/j.nicl.2021.102810,,18
abcd_33987673,33987673,Widespread Positive Direct and Indirect Effects of Regular Physical Activity on the Developing Functional Connectome in Early Adolescence.,Brooks SJ; Parks SM; Stamoulis C,2021,2021/08/26,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhab126,,18
abcd_34425231,34425231,Association Between Discrimination Stress and Suicidality in Preadolescent Children.,Argabright ST; Visoki E; Moore TM; Ryan DT; DiDomenico GE; Njoroge WFM; Taylor JH; Guloksuz S; Gur RC; Gur RE; Benton TD; Barzilay R,2021,2021/08/20,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2021.08.011,,18
abcd_34419766,34419766,Similar but distinct - Effects of different socioeconomic indicators on resting state functional connectivity: Findings from the Adolescent Brain Cognitive Development (ABCD) Study®.,Rakesh D; Zalesky A; Whittle S,2021,2021/08/14,Developmental cognitive neuroscience,10.1016/j.dcn.2021.101005,,18
abcd_35677113,35677113,Issues in Estimating Interpretable Lower Order Factors in Second-Order Hierarchical Models: Commentary on Clark et al. (2021).,Moore TM; Lahey BB,2021,2021/08/09,Clinical psychological science : a journal of the Association for Psychological Science,10.1177/21677026211035114,,18
abcd_34392161,34392161,Relationships between apparent cortical thickness and working memory across the lifespan - Effects of genetics and socioeconomic status.,Krogsrud SK; Mowinckel AM; Sederevicius D; Vidal-Piñeiro D; Amlien IK; Wang Y; Sørensen Ø; Walhovd KB; Fjell AM,2021,2021/08/08,Developmental cognitive neuroscience,10.1016/j.dcn.2021.100997,,18
abcd_33938908,33938908,Association of Local Variation in Neighborhood Disadvantage in Metropolitan Areas With Youth Neurocognition and Brain Structure.,Hackman DA; Cserbik D; Chen JC; Berhane K; Minaravesh B; McConnell R; Herting MM,2021,2021/08/02,JAMA pediatrics,10.1001/jamapediatrics.2021.0426,,18
abcd_33999104,33999104,Prevalence of Perceived Racism and Discrimination Among US Children Aged 10 and 11 Years: The Adolescent Brain Cognitive Development (ABCD) Study.,Nagata JM; Ganson KT; Sajjad OM; Benabou SE; Bibbins-Domingo K,2021,2021/08/01,JAMA pediatrics,10.1001/jamapediatrics.2021.1022,,18
abcd_34288270,34288270,Genetic and environmental influences on executive functions and intelligence in middle childhood.,Freis SM; Morrison CL; Lessem JM; Hewitt JK; Friedman NP,2021,2021/07/29,Developmental science,10.1111/desc.13150,,18
abcd_34392051,34392051,Substance use patterns in 9-10 year olds: Baseline findings from the adolescent brain cognitive development (ABCD) study.,Lisdahl KM; Tapert S; Sher KJ; Gonzalez R; Nixon SJ; Feldstein Ewing SW; Conway KP; Wallace A; Sullivan R; Hatcher K; Kaiver C; Thompson W; Reuter C; Bartsch H; Wade NE; Jacobus J; Albaugh MD; Allgaier N; Anokhin AP; Bagot K; Baker FC; Banich MT; Barch DM; Baskin-Sommers A; Breslin FJ; Brown SA; Calhoun V; Casey BJ; Chaarani B; Chang L; Clark DB; Cloak C; Constable RT; Cottler LB; Dagher RK; Dapretto M; Dick A; Do EK; Dosenbach NUF; Dowling GJ; Fair DA; Florsheim P; Foxe JJ; Freedman EG; Friedman NP; Garavan HP; Gee DG; Glantz MD; Glaser P; Gonzalez MR; Gray KM; Grant S; Haist F; Hawes S; Heeringa SG; Hermosillo R; Herting MM; Hettema JM; Hewitt JK; Heyser C; Hoffman EA; Howlett KD; Huber RS; Huestis MA; Hyde LW; Iacono WG; Isaiah A; Ivanova MY; James RS; Jernigan TL; Karcher NR; Kuperman JM; Laird AR; Larson CL; LeBlanc KH; Lopez MF; Luciana M; Luna B; Maes HH; Marshall AT; Mason MJ; McGlade E; Morris AS; Mulford C; Nagel BJ; Neigh G; Palmer CE; Paulus MP; Pecheva D; Prouty D; Potter A; Puttler LI; Rajapakse N; Ross JM; Sanchez M; Schirda C; Schulenberg J; Sheth C; Shilling PD; Sowell ER; Speer N; Squeglia L; Sripada C; Steinberg J; Sutherland MT; Tomko R; Uban K; Vrieze S; Weiss SRB; Wing D; Yurgelun-Todd DA; Zucker RA; Heitzeg MM,2021,2021/07/29,Drug and alcohol dependence,10.1016/j.drugalcdep.2021.108946,,18
abcd_34318489,34318489,Prenatal caffeine exposure: association with neurodevelopmental outcomes in 9- to 11-year-old children.,Zhang R; Manza P; Volkow ND,2021,2021/07/27,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13495,,18
abcd_34332330,34332330,Is executive dysfunction a risk marker or consequence of psychopathology? A test of executive function as a prospective predictor and outcome of general psychopathology in the adolescent brain cognitive development study®.,Romer AL; Pizzagalli DA,2021,2021/07/22,Developmental cognitive neuroscience,10.1016/j.dcn.2021.100994,,18
abcd_34335337,34335337,Heterogeneity Within Youth With Childhood-Onset Conduct Disorder in the ABCD Study.,Brislin SJ; Martz ME; Cope LM; Hardee JE; Weigard A; Heitzeg MM,2021,2021/07/16,Frontiers in psychiatry,10.3389/fpsyt.2021.701199,,18
abcd_34271214,34271214,Psychotic-like Experiences and Polygenic Liability in the Adolescent Brain Cognitive Development Study.,Karcher NR; Paul SE; Johnson EC; Hatoum AS; Baranger DAA; Agrawal A; Thompson WK; Barch DM; Bogdan R,2021,2021/07/13,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2021.06.012,,18
abcd_34247260,34247260,Imaging and health metrics in incidental cerebellar tonsillar ectopia: findings from the Adolescent Brain Cognitive Development Study (ABCD).,Nwotchouang BST; Ibrahimy A; Loth DM; Labuda E; Labuda N; Eppleheimer M; Labuda R; Bapuraj JR; Allen PA; Klinge P; Loth F,2021,2021/07/11,Neuroradiology,10.1007/s00234-021-02759-y,,18
abcd_33825852,33825852,Distinct Regionalization Patterns of Cortical Morphology are Associated with Cognitive Performance Across Different Domains.,Palmer CE; Zhao W; Loughnan R; Zou J; Fan CC; Thompson WK; Dale AM; Jernigan TL,2021,2021/07/05,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhab054,,18
abcd_34225382,34225382,Psychiatric comorbidity of eating disorders in children between the ages of 9 and 10.,Convertino AD; Blashill AJ,2021,2021/07/05,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13484,,18
abcd_33774662,33774662,Morphometrical Brain Markers of Sex Difference.,Brennan D; Wu T; Fan J,2021,2021/07/05,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhab037,,18
abcd_35419552,35419552,"Motor abnormalities, depression risk, and clinical course in adolescence.",Damme KSF; Park JS; Vargas T; Walther S; Shankman SA; Mittal VA,2021,2021/07/03,Biological psychiatry global open science,10.1016/j.bpsgos.2021.06.011,,18
abcd_34224907,34224907,Symptom-Based Profiling and Multimodal Neuroimaging of a Large Preteenage Population Identifies Distinct Obsessive-Compulsive Disorder-like Subtypes With Neurocognitive Differences.,Wu X; Yu G; Zhang K; Feng J; Zhang J; Sahakian BJ; Robbins TW,2021,2021/07/02,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2021.06.011,,18
abcd_33881474,33881474,Association of Multigenerational Family History of Depression With Lifetime Depressive and Other Psychiatric Disorders in Children: Results from the Adolescent Brain Cognitive Development (ABCD) Study.,van Dijk MT; Murphy E; Posner JE; Talati A; Weissman MM,2021,2021/07/01,JAMA psychiatry,10.1001/jamapsychiatry.2021.0350,,18
abcd_34246036,34246036,Child reward neurocircuitry and parental substance use history: Findings from the Adolescent Brain Cognitive Development Study.,Kwarteng AE; Rahman MM; Gee DG; Infante MA; Tapert SF; Curtis BL,2021,2021/06/29,Addictive behaviors,10.1016/j.addbeh.2021.107034,,18
abcd_34184767,34184767,Concurrent and prospective associations between fitbit wearable-derived RDoC arousal and regulatory constructs and adolescent internalizing symptoms.,Nelson BW; Flannery JE; Flournoy J; Duell N; Prinstein MJ; Telzer E,2021,2021/06/29,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13471,,18
abcd_34180585,34180585,Contemporary screen time usage among children 9-10-years-old is associated with higher body mass index percentile at 1-year follow-up: A prospective cohort study.,Nagata JM; Iyer P; Chu J; Baker FC; Gabriel KP; Garber AK; Murray SB; Bibbins-Domingo K; Ganson KT,2021,2021/06/28,Pediatric obesity,10.1111/ijpo.12827,,18
abcd_34155395,34155395,QSIPrep: an integrative platform for preprocessing and reconstructing diffusion MRI data.,Cieslak M; Cook PA; He X; Yeh FC; Dhollander T; Adebimpe A; Aguirre GK; Bassett DS; Betzel RF; Bourque J; Cabral LM; Davatzikos C; Detre JA; Earl E; Elliott MA; Fadnavis S; Fair DA; Foran W; Fotiadis P; Garyfallidis E; Giesbrecht B; Gur RC; Gur RE; Kelz MB; Keshavan A; Larsen BS; Luna B; Mackey AP; Milham MP; Oathes DJ; Perrone A; Pines AR; Roalf DR; Richie-Halford A; Rokem A; Sydnor VJ; Tapera TM; Tooley UA; Vettel JM; Yeatman JD; Grafton ST; Satterthwaite TD,2021,2021/06/21,Nature methods,10.1038/s41592-021-01185-5,,18
abcd_34140357,34140357,Common genetic variation influencing human white matter microstructure.,Zhao B; Li T; Yang Y; Wang X; Luo T; Shan Y; Zhu Z; Xiong D; Hauberg ME; Bendl J; Fullard JF; Roussos P; Li Y; Stein JL; Zhu H,2021,2021/06/18,"Science (New York, N.Y.)",10.1126/science.abf3736,,18
abcd_34145259,34145259,Brain structure is linked to the association between family environment and behavioral problems in children in the ABCD study.,Gong W; Rolls ET; Du J; Feng J; Cheng W,2021,2021/06/18,Nature communications,10.1038/s41467-021-23994-0,,18
abcd_34147629,34147629,Meaningful associations in the adolescent brain cognitive development study.,Dick AS; Lopez DA; Watts AL; Heeringa S; Reuter C; Bartsch H; Fan CC; Kennedy DN; Palmer C; Marshall A; Haist F; Hawes S; Nichols TE; Barch DM; Jernigan TL; Garavan H; Grant S; Pariyadath V; Hoffman E; Neale M; Stuart EA; Paulus MP; Sher KJ; Thompson WK,2021,2021/06/18,NeuroImage,10.1016/j.neuroimage.2021.118262,,18
abcd_34099922,34099922,Baseline brain function in the preadolescents of the ABCD Study.,Chaarani B; Hahn S; Allgaier N; Adise S; Owens MM; Juliano AC; Yuan DK; Loso H; Ivanciu A; Albaugh MD; Dumas J; Mackey S; Laurent J; Ivanova M; Hagler DJ; Cornejo MD; Hatton S; Agrawal A; Aguinaldo L; Ahonen L; Aklin W; Anokhin AP; Arroyo J; Avenevoli S; Babcock D; Bagot K; Baker FC; Banich MT; Barch DM; Bartsch H; Baskin-Sommers A; Bjork JM; Blachman-Demner D; Bloch M; Bogdan R; Bookheimer SY; Breslin F; Brown S; Calabro FJ; Calhoun V; Casey BJ; Chang L; Clark DB; Cloak C; Constable RT; Constable K; Corley R; Cottler LB; Coxe S; Dagher RK; Dale AM; Dapretto M; Delcarmen-Wiggins R; Dick AS; Do EK; Dosenbach NUF; Dowling GJ; Edwards S; Ernst TM; Fair DA; Fan CC; Feczko E; Feldstein-Ewing SW; Florsheim P; Foxe JJ; Freedman EG; Friedman NP; Friedman-Hill S; Fuemmeler BF; Galvan A; Gee DG; Giedd J; Glantz M; Glaser P; Godino J; Gonzalez M; Gonzalez R; Grant S; Gray KM; Haist F; Harms MP; Hawes S; Heath AC; Heeringa S; Heitzeg MM; Hermosillo R; Herting MM; Hettema JM; Hewitt JK; Heyser C; Hoffman E; Howlett K; Huber RS; Huestis MA; Hyde LW; Iacono WG; Infante MA; Irfanoglu O; Isaiah A; Iyengar S; Jacobus J; James R; Jean-Francois B; Jernigan T; Karcher NR; Kaufman A; Kelley B; Kit B; Ksinan A; Kuperman J; Laird AR; Larson C; LeBlanc K; Lessov-Schlagger C; Lever N; Lewis DA; Lisdahl K; Little AR; Lopez M; Luciana M; Luna B; Madden PA; Maes HH; Makowski C; Marshall AT; Mason MJ; Matochik J; McCandliss BD; McGlade E; Montoya I; Morgan G; Morris A; Mulford C; Murray P; Nagel BJ; Neale MC; Neigh G; Nencka A; Noronha A; Nixon SJ; Palmer CE; Pariyadath V; Paulus MP; Pelham WE; Pfefferbaum D; Pierpaoli C; Prescot A; Prouty D; Puttler LI; Rajapaske N; Rapuano KM; Reeves G; Renshaw PF; Riedel MC; Rojas P; de la Rosa M; Rosenberg MD; Ross MJ; Sanchez M; Schirda C; Schloesser D; Schulenberg J; Sher KJ; Sheth C; Shilling PD; Simmons WK; Sowell ER; Speer N; Spittel M; Squeglia LM; Sripada C; Steinberg J; Striley C; Sutherland MT; Tanabe J; Tapert SF; Thompson W; Tomko RL; Uban KA; Vrieze S; Wade NE; Watts R; Weiss S; Wiens BA; Williams OD; Wilbur A; Wing D; Wolff-Hughes D; Yang R; Yurgelun-Todd DA; Zucker RA; Potter A; Garavan HP,2021,2021/06/07,Nature neuroscience,10.1038/s41593-021-00867-9,,18
abcd_34092032,34092032,Polygenic risk scores for alcohol involvement relate to brain structure in substance-naïve children: Results from the ABCD study.,Hatoum AS; Johnson EC; Baranger DAA; Paul SE; Agrawal A; Bogdan R,2021,2021/06/06,"Genes, brain, and behavior",10.1111/gbb.12756,,18
abcd_34086035,34086035,"Evaluation of Attention-Deficit/Hyperactivity Disorder Medications, Externalizing Symptoms, and Suicidality in Children.",Shoval G; Visoki E; Moore TM; DiDomenico GE; Argabright ST; Huffnagle NJ; Alexander-Bloch AF; Waller R; Keele L; Benton TD; Gur RE; Barzilay R,2021,2021/06/01,JAMA network open,10.1001/jamanetworkopen.2021.11342,,18
abcd_34307955,34307955,"Parents' Perceived Neighborhood Safety and Children's Cognitive Performance: Complexities by Race, Ethnicity, and Cognitive Domain.",Assari S; Boyce S; Mistry R; Thomas A; Nicholson HL; Cobb RJ; Cuevas AG; Lee DB; Bazargan M; Caldwell CH; Curry TJ; Zimmerman MA,2021,2021/06/01,"Urban science (Basel, Switzerland)",10.3390/urbansci5020046,,18
abcd_34043478,34043478,Responsible Use of Open-Access Developmental Data: The Adolescent Brain Cognitive Development (ABCD) Study.,Simmons C; Conley MI; Gee DG; Baskin-Sommers A; Barch DM; Hoffman EA; Huber RS; Iacono WG; Nagel BJ; Palmer CE; Sheth CS; Sowell ER; Thompson WK; Casey BJ,2021,2021/05/27,Psychological science,10.1177/09567976211003564,,18
abcd_35402089,35402089,"Differentiating kinds of systemic stressors with relation to psychotic-like experiences in late childhood and early adolescence: the stimulation, discrepancy, and deprivation model of psychosis.",Vargas T; Damme KSF; Osborne KJ; Mittal VA,2021,2021/05/27,Clinical psychological science : a journal of the Association for Psychological Science,10.1177/21677026211016415,,18
abcd_34033672,34033672,Prediction of suicidal ideation and attempt in 9 and 10 year-old children using transdiagnostic risk features.,Harman G; Kliamovich D; Morales AM; Gilbert S; Barch DM; Mooney MA; Feldstein Ewing SW; Fair DA; Nagel BJ,2021,2021/05/25,PloS one,10.1371/journal.pone.0252114,,18
abcd_34082235,34082235,Sex Differences in Psychopathology in a Large Cohort of Nine and Ten-Year-Olds.,Loso HM; Dube SL; Chaarani B; Garavan H; Albaugh M; Ivanova M; Potter A,2021,2021/05/24,Psychiatry research,10.1016/j.psychres.2021.114026,,18
abcd_34071105,34071105,Feasibility of Race by Sex Intersectionality Research on Suicidality in the Adolescent Brain Cognitive Development (ABCD) Study.,Assari S; Boyce S; Bazargan M,2021,2021/05/23,"Children (Basel, Switzerland)",10.3390/children8060437,,18
abcd_34008881,34008881,Commentary: Reply to 'Transgender and mental health' by Philip Graham.,Potter A,2021,2021/05/19,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13441,,18
abcd_34070158,34070158,"Race, Family Conflict and Suicidal Thoughts and Behaviors among 9-10-Year-Old American Children",Assari S; Boyce S; Bazargan M; Caldwell CH,2021,2021/05/18,Int J Environ Res Public Health,,,18
abcd_34070118,34070118,"Parental Educational Attainment, the Superior Temporal Cortical Surface Area, and Reading Ability among American Children: A Test of Marginalization-Related Diminished Returns.",Assari S; Boyce S; Bazargan M; Thomas A; Cobb RJ; Hudson D; Curry TJ; Nicholson HL; Cuevas AG; Mistry R; Chavous TM; Caldwell CH; Zimmerman MA,2021,2021/05/18,"Children (Basel, Switzerland)",10.3390/children8050412,,18
abcd_34070074,34070074,"Association between Hippocampal Volume and Working Memory in 10,000+ 9-10-Year-Old Children: Sex Differences.",Assari S; Boyce S; Jovanovic T,2021,2021/05/18,"Children (Basel, Switzerland)",10.3390/children8050411,,18
abcd_33990770,33990770,Associations of family income with cognition and brain structure in USA children: prevention implications.,Tomasi D; Volkow ND,2021,2021/05/14,Molecular psychiatry,10.1038/s41380-021-01130-0,,18
abcd_34040634,34040634,Polygenic Risk for Insomnia in Adolescents of Diverse Ancestry.,Ma T; Chen H; Lu Q; Tong X,2021,2021/05/10,Frontiers in genetics,10.3389/fgene.2021.654717,,18
abcd_33971956,33971956,Single-participant structural similarity matrices lead to greater accuracy in classification of participants than function in autism in MRI.,Leming MJ; Baron-Cohen S; Suckling J,2021,2021/05/10,Molecular autism,10.1186/s13229-021-00439-5,,18
abcd_34025378,34025378,Editorial: Understanding the Link Between the Developing Brain and Behavior in Adolescents.,Silk TJ; Herting MM; Wierenga LM; Vijayakumar N,2021,2021/05/07,Frontiers in human neuroscience,10.3389/fnhum.2021.663454,,18
abcd_33964518,33964518,Amygdalar Activation as a Neurobiological Marker of Differential Sensitivity in the Effects of Family Rearing Experiences on Socioemotional Adjustment in Youths.,Liu S; Oshri A; Kogan SM; Wickrama KAS; Sweet L,2021,2021/05/05,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2021.04.017,,18
abcd_34025573,34025573,A Researcher's Guide to the Measurement and Modeling of Puberty in the ABCD Study at Baseline.,Cheng TW; Magis-Weinberg L; Guazzelli Williamson V; Ladouceur CD; Whittle SL; Herting MM; Uban KA; Byrne ML; Barendse MEA; Shirtcliff EA; Pfeifer JH,2021,2021/05/05,Frontiers in endocrinology,10.3389/fendo.2021.608575,,18
abcd_33749724,33749724,Rates of Incidental Findings in Brain Magnetic Resonance Imaging in Children.,Li Y; Thompson WK; Reuter C; Nillo R; Jernigan T; Dale A; Sugrue LP; Brown J; Dougherty RF; Rauschecker A; Rudie J; Barch DM; Calhoun V; Hagler D; Hatton S; Tanabe J; Marshall A; Sher KJ; Heeringa S; Hermosillo R; Banich MT; Squeglia L; Bjork J; Zucker R; Neale M; Herting M; Sheth C; Huber R; Reeves G; Hettema JM; Howlett KD; Cloak C; Baskin-Sommers A; Rapuano K; Gonzalez R; Karcher N; Laird A; Baker F; James R; Sowell E; Dick A; Hawes S; Sutherland M; Bagot K; Bodurka J; Breslin F; Morris A; Paulus M; Gray K; Hoffman E; Weiss S; Rajapakse N; Glantz M; Nagel B; Ewing SF; Goldstone A; Pfefferbaum A; Prouty D; Rosenberg M; Bookheimer S; Tapert S; Infante M; Jacobus J; Giedd J; Shilling P; Wade N; Uban K; Haist F; Heyser C; Palmer C; Kuperman J; Hewitt J; Cottler L; Isaiah A; Chang L; Edwards S; Ernst T; Heitzeg M; Puttler L; Sripada C; Iacono W; Luciana M; Clark D; Luna B; Schirda C; Foxe J; Freedman E; Mason M; McGlade E; Renshaw P; Yurgelun-Todd D; Albaugh M; Allgaier N; Chaarani B; Potter A; Ivanova M; Lisdahl K; Do E; Maes H; Bogdan R; Anokhin A; Dosenbach N; Glaser P; Heath A; Casey BJ; Gee D; Garavan HP; Dowling G; Brown S,2021,2021/05/01,JAMA neurology,10.1001/jamaneurol.2021.0306,,18
abcd_33909652,33909652,Association of adverse prenatal exposure burden with child psychopathology in the Adolescent Brain Cognitive Development (ABCD) Study.,Roffman JL; Sipahi ED; Dowling KF; Hughes DE; Hopkinson CE; Lee H; Eryilmaz H; Cohen LS; Gilman J; Doyle AE; Dunn EC,2021,2021/04/28,PloS one,10.1371/journal.pone.0250235,,18
abcd_33900639,33900639,"Extracurricular Activities, Screen Media Activity, and Sleep May Be Modifiable Factors Related to Children's Cognitive Functioning: Evidence From the ABCD Study.",Kirlic N; Colaizzi JM; Cosgrove KT; Cohen ZP; Yeh HW; Breslin F; Morris AS; Aupperle RL; Singh MK; Paulus MP,2021,2021/04/26,Child development,10.1111/cdev.13578,,18
abcd_33981668,33981668,Breastfeeding Duration Is Associated With Domain-Specific Improvements in Cognitive Performance in 9-10-Year-Old Children.,Lopez DA; Foxe JJ; Mao Y; Thompson WK; Martin HJ; Freedman EG,2021,2021/04/26,Frontiers in public health,10.3389/fpubh.2021.657422,,18
abcd_33895776,33895776,The association between latent trauma and brain structure in children.,Jeong HJ; Durham EL; Moore TM; Dupont RM; McDowell M; Cardenas-Iniguez C; Micciche ET; Berman MG; Lahey BB; Kaczkurkin AN,2021,2021/04/24,Translational psychiatry,10.1038/s41398-021-01357-z,,18
abcd_33984711,33984711,"Ecological stress, amygdala reactivity, and internalizing symptoms in preadolescence: Is parenting a buffer?",Demidenko MI; Ip KI; Kelly DP; Constante K; Goetschius LG; Keating DP,2021,2021/04/15,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2021.02.032,,18
abcd_33851904,33851904,Conduct disorder symptomatology is associated with an altered functional connectome in a large national youth sample.,Tillem S; Conley MI; Baskin-Sommers A,2021,2021/04/14,Development and psychopathology,10.1017/S0954579421000237,,18
abcd_33850154,33850154,"Associations between frontal lobe structure, parent-reported obstructive sleep disordered breathing and childhood behavior in the ABCD dataset.",Isaiah A; Ernst T; Cloak CC; Clark DB; Chang L,2021,2021/04/13,Nature communications,10.1038/s41467-021-22534-0,,18
abcd_33846287,33846287,Correction to: Multimethod investigation of the neurobiological basis of ADHD symptomatology in children aged 9-10: baseline data from the ABCD study.,Owens MM; Allgaier N; Hahn S; Yuan D; Albaugh M; Adise S; Chaarani B; Ortigara J; Juliano A; Potter A; Garavan H,2021,2021/04/12,Translational psychiatry,10.1038/s41398-021-01320-y,,18
abcd_33836108,33836108,Gastric symptoms and low perceived maternal warmth are associated with eating disorder symptoms in young adolescent girls.,Kerr KL; Ralph-Nearman C; Colaizzi JM; DeVille DC; Breslin FJ; Aupperle RL; Paulus MP; Morris AS,2021,2021/04/09,The International journal of eating disorders,10.1002/eat.23516,,18
